experiment simulation item wn word enctime ecc freq1
STAUB10 20 ORC 2 "employees" 78 4.396 .00370
STAUB10 20 ORC 3 "who" 40 2.527 .00370
STAUB10 20 ORC 4 "the" 17 0.999 .00370
STAUB10 20 ORC 3 "who" 19 1.529 .00370
STAUB10 20 ORC 4 "the" 16 1.778 .00370
STAUB10 20 ORC 5 "fireman" 28 2.174 .00370
STAUB10 20 ORC 6 "noticed" 26 2.916 .00370
STAUB10 20 ORC 7 "hurried" 36 2.707 .00370
STAUB10 20 ORC 8 "to" 21 2.484 .00370
STAUB10 20 ORC 9 "the" 17 1.019 .00370
STAUB10 20 ORC 10 "clinic" 34 2.330 .00370
STAUB10 20 ORC 11 "*" 20 1.616 .00370
STAUB10 21 SRC 1 "the" 18 1.325 .00370
STAUB10 21 SRC 2 "employees" 27 2.734 .00370
STAUB10 21 SRC 3 "who" 33 3.123 .00370
STAUB10 21 SRC 4 "noticed" 30 1.798 .00370
STAUB10 21 SRC 5 "the" 24 2.406 .00370
STAUB10 21 SRC 6 "fireman" 19 2.138 .00370
STAUB10 21 SRC 7 "hurried" 44 3.143 .00370
STAUB10 21 SRC 8 "to" 31 2.173 .00370
STAUB10 21 SRC 9 "the" 13 1.215 .00370
STAUB10 21 SRC 10 "clinic" 33 2.219 .00370
STAUB10 21 SRC 11 "*" 18 1.630 .00370
STAUB10 21 ORC 1 "the" 21 1.527 .00370
STAUB10 21 ORC 2 "employees" 27 2.834 .00370
STAUB10 21 ORC 3 "who" 17 2.069 .00370
STAUB10 21 ORC 4 "the" 20 1.593 .00370
STAUB10 21 ORC 2 "employees" 46 3.393 .00370
STAUB10 21 ORC 3 "who" 27 2.166 .00370
STAUB10 21 ORC 4 "the" 18 1.499 .00370
STAUB10 21 ORC 5 "fireman" 60 3.881 .00370
STAUB10 21 ORC 6 "noticed" 31 2.970 .00370
STAUB10 21 ORC 7 "hurried" 43 2.770 .00370
STAUB10 21 ORC 8 "to" 81 4.655 .00370
STAUB10 21 ORC 9 "the" 15 1.568 .00370
STAUB10 21 ORC 10 "clinic" 23 2.390 .00370
STAUB10 21 ORC 11 "*" 24 1.396 .00370
STAUB10 22 SRC 1 "the" 26 1.510 .00370
STAUB10 22 SRC 2 "employees" 52 3.184 .00370
STAUB10 22 SRC 3 "who" 24 2.205 .00370
STAUB10 22 SRC 4 "noticed" 27 2.437 .00370
STAUB10 22 SRC 5 "the" 18 1.913 .00370
STAUB10 22 SRC 6 "fireman" 35 2.359 .00370
STAUB10 22 SRC 7 "hurried" 35 2.989 .00370
STAUB10 22 SRC 8 "to" 25 1.974 .00370
STAUB10 22 SRC 9 "the" 40 3.477 .00370
STAUB10 22 SRC 10 "clinic" 33 2.124 .00370
STAUB10 22 SRC 11 "*" 22 1.615 .00370
STAUB10 22 ORC 1 "the" 16 1.873 .00370
STAUB10 22 ORC 2 "employees" 36 2.258 .00370
STAUB10 22 ORC 3 "who" 29 2.375 .00370
STAUB10 22 ORC 4 "the" 21 1.624 .00370
STAUB10 22 ORC 5 "fireman" 58 3.652 .00370
STAUB10 22 ORC 1 "the" 83 4.490 .00370
STAUB10 22 ORC 2 "employees" 27 2.218 .00370
STAUB10 22 ORC 3 "who" 95 4.969 .00370
STAUB10 22 ORC 4 "the" 25 1.395 .00370
STAUB10 22 ORC 5 "fireman" 18 2.025 .00370
STAUB10 22 ORC 6 "noticed" 46 3.272 .00370
STAUB10 22 ORC 7 "hurried" 32 2.799 .00370
STAUB10 22 ORC 8 "to" 26 2.139 .00370
STAUB10 22 ORC 9 "the" 11 1.071 .00370
STAUB10 22 ORC 10 "clinic" 24 1.956 .00370
STAUB10 22 ORC 11 "*" 19 1.729 .00370
STAUB10 23 SRC 1 "the" 23 1.477 .00370
STAUB10 23 SRC 2 "employees" 37 3.106 .00370
STAUB10 23 SRC 3 "who" 20 2.075 .00370
STAUB10 23 SRC 4 "noticed" 29 2.437 .00370
STAUB10 23 SRC 5 "the" 35 2.197 .00370
STAUB10 23 SRC 6 "fireman" 21 2.042 .00370
STAUB10 23 SRC 7 "hurried" 149 6.208 .00370
STAUB10 23 SRC 8 "to" 17 1.316 .00370
STAUB10 23 SRC 9 "the" 15 1.070 .00370
STAUB10 23 SRC 10 "clinic" 28 1.967 .00370
STAUB10 23 SRC 11 "*" 34 2.157 .00370
STAUB10 23 ORC 1 "the" 23 1.252 .00370
STAUB10 23 ORC 2 "employees" 48 2.923 .00370
STAUB10 23 ORC 3 "who" 25 2.482 .00370
STAUB10 23 ORC 4 "the" 24 1.642 .00370
STAUB10 23 ORC 5 "fireman" 45 3.444 .00370
STAUB10 23 ORC 2 "employees" 21 2.053 .00370
STAUB10 23 ORC 3 "who" 30 2.222 .00370
STAUB10 23 ORC 4 "the" 22 1.571 .00370
STAUB10 23 ORC 5 "fireman" 58 4.169 .00370
STAUB10 23 ORC 6 "noticed" 22 1.959 .00370
STAUB10 23 ORC 7 "hurried" 42 3.597 .00370
STAUB10 23 ORC 8 "to" 31 1.990 .00370
STAUB10 23 ORC 9 "the" 22 1.356 .00370
STAUB10 23 ORC 10 "clinic" 28 1.979 .00370
STAUB10 23 ORC 11 "*" 18 1.973 .00370
STAUB10 24 SRC 1 "the" 19 1.632 .00370
STAUB10 24 SRC 2 "employees" 55 3.428 .00370
STAUB10 24 SRC 3 "who" 55 3.406 .00370
STAUB10 24 SRC 4 "noticed" 21 2.043 .00370
STAUB10 24 SRC 5 "the" 18 2.080 .00370
STAUB10 24 SRC 6 "fireman" 37 2.544 .00370
STAUB10 24 SRC 7 "hurried" 36 2.690 .00370
STAUB10 24 SRC 8 "to" 36 2.282 .00370
STAUB10 24 SRC 9 "the" 20 1.257 .00370
STAUB10 24 SRC 10 "clinic" 33 2.234 .00370
STAUB10 24 SRC 11 "*" 16 1.537 .00370
STAUB10 24 ORC 1 "the" 14 1.403 .00370
STAUB10 24 ORC 2 "employees" 30 2.981 .00370
STAUB10 24 ORC 3 "who" 33 2.057 .00370
STAUB10 24 ORC 4 "the" 34 2.147 .00370
STAUB10 24 ORC 2 "employees" 68 4.421 .00370
STAUB10 24 ORC 3 "who" 23 2.633 .00370
STAUB10 24 ORC 4 "the" 80 4.373 .00370
STAUB10 24 ORC 5 "fireman" 18 1.671 .00370
STAUB10 24 ORC 6 "noticed" 38 3.516 .00370
STAUB10 24 ORC 7 "hurried" 29 2.737 .00370
STAUB10 24 ORC 8 "to" 16 1.866 .00370
STAUB10 24 ORC 9 "the" 33 3.353 .00370
STAUB10 24 ORC 10 "clinic" 26 2.315 .00370
STAUB10 24 ORC 11 "*" 25 1.392 .00370
STAUB10 25 SRC 1 "the" 24 1.561 .00370
STAUB10 25 SRC 2 "employees" 81 4.409 .00370
STAUB10 25 SRC 3 "who" 27 2.280 .00370
STAUB10 25 SRC 4 "noticed" 18 2.159 .00370
STAUB10 25 SRC 5 "the" 34 2.374 .00370
STAUB10 25 SRC 6 "fireman" 18 1.958 .00370
STAUB10 25 SRC 7 "hurried" 42 3.108 .00370
STAUB10 25 SRC 8 "to" 28 2.036 .00370
STAUB10 25 SRC 9 "the" 19 1.361 .00370
STAUB10 25 SRC 10 "clinic" 24 1.678 .00370
STAUB10 25 SRC 11 "*" 28 2.074 .00370
STAUB10 25 ORC 1 "the" 20 1.326 .00370
STAUB10 25 ORC 2 "employees" 31 2.549 .00370
STAUB10 25 ORC 3 "who" 25 2.422 .00370
STAUB10 25 ORC 4 "the" 27 2.259 .00370
STAUB10 25 ORC 4 "the" 15 0.406 .00370
STAUB10 25 ORC 5 "fireman" 24 2.125 .00370
STAUB10 25 ORC 6 "noticed" 28 2.701 .00370
STAUB10 25 ORC 7 "hurried" 42 3.465 .00370
STAUB10 25 ORC 8 "to" 31 2.111 .00370
STAUB10 25 ORC 9 "the" 13 1.039 .00370
STAUB10 25 ORC 10 "clinic" 23 2.070 .00370
STAUB10 25 ORC 11 "*" 27 1.857 .00370
STAUB10 26 SRC 1 "the" 28 1.696 .00370
STAUB10 26 SRC 2 "employees" 24 2.544 .00370
STAUB10 26 SRC 3 "who" 36 2.295 .00370
STAUB10 26 SRC 4 "noticed" 42 2.605 .00370
STAUB10 26 SRC 5 "the" 20 2.322 .00370
STAUB10 26 SRC 6 "fireman" 31 1.973 .00370
STAUB10 26 SRC 7 "hurried" 31 3.336 .00370
STAUB10 26 SRC 8 "to" 22 1.921 .00370
STAUB10 26 SRC 9 "the" 15 1.203 .00370
STAUB10 26 SRC 10 "clinic" 27 1.974 .00370
STAUB10 26 SRC 11 "*" 52 3.636 .00370
STAUB10 26 ORC 1 "the" 18 1.435 .00370
STAUB10 26 ORC 2 "employees" 33 2.455 .00370
STAUB10 26 ORC 3 "who" 37 2.805 .00370
STAUB10 26 ORC 4 "the" 14 1.589 .00370
STAUB10 26 ORC 5 "fireman" 40 3.683 .00370
STAUB10 26 ORC 6 "noticed" 34 3.774 .00370
STAUB10 26 ORC 2 "employees" 132 6.129 .00370
STAUB10 26 ORC 3 "who" 33 2.541 .00370
STAUB10 26 ORC 4 "the" 20 1.649 .00370
STAUB10 26 ORC 5 "fireman" 52 3.357 .00370
STAUB10 26 ORC 6 "noticed" 37 3.745 .00370
STAUB10 26 ORC 7 "hurried" 34 2.744 .00370
STAUB10 26 ORC 8 "to" 114 5.334 .00370
STAUB10 26 ORC 9 "the" 16 0.918 .00370
STAUB10 26 ORC 10 "clinic" 39 3.276 .00370
STAUB10 26 ORC 11 "*" 79 4.740 .00370
STAUB10 27 SRC 1 "the" 16 1.269 .00370
STAUB10 27 SRC 2 "employees" 47 3.375 .00370
STAUB10 27 SRC 3 "who" 20 2.233 .00370
STAUB10 27 SRC 4 "noticed" 23 1.549 .00370
STAUB10 27 SRC 5 "the" 28 2.584 .00370
STAUB10 27 SRC 6 "fireman" 27 2.454 .00370
STAUB10 27 SRC 7 "hurried" 51 3.241 .00370
STAUB10 27 SRC 8 "to" 18 1.958 .00370
STAUB10 27 SRC 9 "the" 50 3.025 .00370
STAUB10 27 SRC 10 "clinic" 36 2.369 .00370
STAUB10 27 SRC 11 "*" 18 1.457 .00370
STAUB10 27 ORC 1 "the" 22 1.564 .00370
STAUB10 27 ORC 2 "employees" 43 2.820 .00370
STAUB10 27 ORC 3 "who" 38 2.553 .00370
STAUB10 27 ORC 4 "the" 24 1.437 .00370
STAUB10 27 ORC 3 "who" 20 1.686 .00370
STAUB10 27 ORC 4 "the" 27 1.727 .00370
STAUB10 27 ORC 5 "fireman" 30 2.246 .00370
STAUB10 27 ORC 6 "noticed" 31 2.998 .00370
STAUB10 27 ORC 7 "hurried" 36 2.758 .00370
STAUB10 27 ORC 8 "to" 55 4.781 .00370
STAUB10 27 ORC 9 "the" 26 1.475 .00370
STAUB10 27 ORC 10 "clinic" 19 1.995 .00370
STAUB10 27 ORC 11 "*" 23 1.737 .00370
STAUB10 28 SRC 1 "the" 16 1.539 .00370
STAUB10 28 SRC 2 "employees" 47 2.905 .00370
STAUB10 28 SRC 3 "who" 26 2.588 .00370
STAUB10 28 SRC 4 "noticed" 15 1.580 .00370
STAUB10 28 SRC 5 "the" 105 5.110 .00370
STAUB10 28 SRC 6 "fireman" 21 1.272 .00370
STAUB10 28 SRC 7 "hurried" 38 3.027 .00370
STAUB10 28 SRC 8 "to" 20 2.195 .00370
STAUB10 28 SRC 9 "the" 20 1.332 .00370
STAUB10 28 SRC 10 "clinic" 19 2.212 .00370
STAUB10 28 SRC 11 "*" 15 1.508 .00370
STAUB10 28 ORC 1 "the" 22 1.430 .00370
STAUB10 28 ORC 2 "employees" 21 2.314 .00370
STAUB10 28 ORC 3 "who" 37 3.376 .00370
STAUB10 28 ORC 4 "the" 20 1.087 .00370
STAUB10 28 ORC 5 "fireman" 37 3.773 .00370
STAUB10 28 ORC 2 "employees" 27 3.093 .00370
STAUB10 28 ORC 3 "who" 31 2.467 .00370
STAUB10 28 ORC 4 "the" 20 1.664 .00370
STAUB10 28 ORC 5 "fireman" 57 3.606 .00370
STAUB10 28 ORC 6 "noticed" 42 3.422 .00370
STAUB10 28 ORC 7 "hurried" 31 2.746 .00370
STAUB10 28 ORC 8 "to" 48 4.268 .00370
STAUB10 28 ORC 9 "the" 21 1.854 .00370
STAUB10 28 ORC 10 "clinic" 49 3.886 .00370
STAUB10 28 ORC 11 "*" 19 2.039 .00370
STAUB10 29 SRC 1 "the" 25 1.465 .00370
STAUB10 29 SRC 2 "employees" 35 2.830 .00370
STAUB10 29 SRC 3 "who" 35 2.206 .00370
STAUB10 29 SRC 4 "noticed" 31 2.142 .00370
STAUB10 29 SRC 5 "the" 34 2.639 .00370
STAUB10 29 SRC 6 "fireman" 25 1.907 .00370
STAUB10 29 SRC 7 "hurried" 27 2.872 .00370
STAUB10 29 SRC 8 "to" 20 2.183 .00370
STAUB10 29 SRC 9 "the" 24 1.507 .00370
STAUB10 29 SRC 10 "clinic" 36 3.430 .00370
STAUB10 29 SRC 11 "*" 24 1.984 .00370
STAUB10 29 ORC 1 "the" 26 1.660 .00370
STAUB10 29 ORC 2 "employees" 36 2.421 .00370
STAUB10 29 ORC 3 "who" 30 2.660 .00370
STAUB10 29 ORC 4 "the" 24 1.556 .00370
STAUB10 29 ORC 5 "fireman" 46 3.587 .00370
STAUB10 29 ORC 3 "who" 79 4.243 .00370
STAUB10 29 ORC 4 "the" 25 2.341 .00370
STAUB10 29 ORC 5 "fireman" 28 2.262 .00370
STAUB10 29 ORC 6 "noticed" 32 2.593 .00370
STAUB10 29 ORC 7 "hurried" 136 5.933 .00370
STAUB10 29 ORC 8 "to" 33 2.080 .00370
STAUB10 29 ORC 9 "the" 35 2.663 .00370
STAUB10 29 ORC 10 "clinic" 89 5.331 .00370
STAUB10 29 ORC 11 "*" 33 2.313 .00370
STAUB10 30 SRC 1 "the" 20 1.569 .00370
STAUB10 30 SRC 2 "employees" 40 2.463 .00370
STAUB10 30 SRC 3 "who" 30 3.318 .00370
STAUB10 30 SRC 4 "noticed" 27 2.418 .00370
STAUB10 30 SRC 5 "the" 19 2.116 .00370
STAUB10 30 SRC 6 "fireman" 70 3.995 .00370
STAUB10 30 SRC 7 "hurried" 30 3.179 .00370
STAUB10 30 SRC 8 "to" 36 2.489 .00370
STAUB10 30 SRC 9 "the" 12 0.933 .00370
STAUB10 30 SRC 10 "clinic" 20 1.812 .00370
STAUB10 30 SRC 11 "*" 19 2.209 .00370
STAUB10 30 ORC 1 "the" 22 1.465 .00370
STAUB10 30 ORC 2 "employees" 38 2.805 .00370
STAUB10 30 ORC 3 "who" 42 2.705 .00370
STAUB10 30 ORC 4 "the" 19 1.095 .00370
STAUB10 30 ORC 5 "fireman" 41 3.810 .00370
STAUB10 30 ORC 4 "the" 24 2.592 .00370
STAUB10 30 ORC 5 "fireman" 29 1.966 .00370
STAUB10 30 ORC 6 "noticed" 36 2.970 .00370
STAUB10 30 ORC 7 "hurried" 31 2.512 .00370
STAUB10 30 ORC 8 "to" 133 5.893 .00370
STAUB10 30 ORC 9 "the" 20 0.940 .00370
STAUB10 30 ORC 10 "clinic" 28 2.718 .00370
STAUB10 30 ORC 11 "*" 25 1.714 .00370
STAUB10 31 SRC 1 "the" 30 1.786 .00370
STAUB10 31 SRC 2 "employees" 23 2.525 .00370
STAUB10 31 SRC 3 "who" 29 2.115 .00370
STAUB10 31 SRC 4 "noticed" 24 2.735 .00370
STAUB10 31 SRC 5 "the" 27 2.061 .00370
STAUB10 31 SRC 6 "fireman" 19 2.131 .00370
STAUB10 31 SRC 7 "hurried" 37 2.969 .00370
STAUB10 31 SRC 8 "to" 22 2.426 .00370
STAUB10 31 SRC 9 "the" 56 3.458 .00370
STAUB10 31 SRC 10 "clinic" 27 2.478 .00370
STAUB10 31 SRC 11 "*" 23 1.369 .00370
STAUB10 31 ORC 1 "the" 21 1.202 .00370
STAUB10 31 ORC 2 "employees" 78 4.318 .00370
STAUB10 31 ORC 3 "who" 21 2.203 .00370
STAUB10 31 ORC 4 "the" 55 4.157 .00370
STAUB10 31 ORC 5 "fireman" 30 1.894 .00370
STAUB10 31 ORC 6 "noticed" 48 3.827 .00370
STAUB10 31 ORC 3 "who" 52 3.390 .00370
STAUB10 31 ORC 4 "the" 18 1.188 .00370
STAUB10 31 ORC 5 "fireman" 29 2.252 .00370
STAUB10 31 ORC 6 "noticed" 55 3.362 .00370
STAUB10 31 ORC 7 "hurried" 33 3.458 .00370
STAUB10 31 ORC 8 "to" 93 4.766 .00370
STAUB10 31 ORC 9 "the" 14 1.498 .00370
STAUB10 31 ORC 10 "clinic" 64 3.759 .00370
STAUB10 31 ORC 11 "*" 24 1.627 .00370
STAUB10 32 SRC 1 "the" 24 1.688 .00370
STAUB10 32 SRC 2 "employees" 22 2.342 .00370
STAUB10 32 SRC 3 "who" 23 2.648 .00370
STAUB10 32 SRC 4 "noticed" 27 2.176 .00370
STAUB10 32 SRC 5 "the" 23 2.666 .00370
STAUB10 32 SRC 6 "fireman" 20 2.236 .00370
STAUB10 32 SRC 7 "hurried" 24 2.868 .00370
STAUB10 32 SRC 8 "to" 26 2.209 .00370
STAUB10 32 SRC 9 "the" 18 1.324 .00370
STAUB10 32 SRC 10 "clinic" 28 2.063 .00370
STAUB10 32 SRC 11 "*" 21 1.511 .00370
STAUB10 32 ORC 1 "the" 13 1.231 .00370
STAUB10 32 ORC 2 "employees" 31 2.673 .00370
STAUB10 32 ORC 3 "who" 37 3.017 .00370
STAUB10 32 ORC 4 "the" 23 1.257 .00370
STAUB10 32 ORC 5 "fireman" 57 3.368 .00370
STAUB10 32 ORC 2 "employees" 115 5.384 .00370
STAUB10 32 ORC 3 "who" 27 1.726 .00370
STAUB10 32 ORC 4 "the" 14 1.564 .00370
STAUB10 32 ORC 5 "fireman" 19 1.896 .00370
STAUB10 32 ORC 6 "noticed" 34 3.437 .00370
STAUB10 32 ORC 7 "hurried" 90 5.749 .00370
STAUB10 32 ORC 8 "to" 35 2.698 .00370
STAUB10 32 ORC 9 "the" 20 1.334 .00370
STAUB10 32 ORC 10 "clinic" 37 3.297 .00370
STAUB10 32 ORC 11 "*" 70 4.962 .00370
STAUB10 33 SRC 1 "the" 22 1.657 .00370
STAUB10 33 SRC 2 "employees" 23 2.389 .00370
STAUB10 33 SRC 3 "who" 35 2.830 .00370
STAUB10 33 SRC 4 "noticed" 27 1.659 .00370
STAUB10 33 SRC 5 "the" 28 2.780 .00370
STAUB10 33 SRC 6 "fireman" 26 1.893 .00370
STAUB10 33 SRC 7 "hurried" 50 3.276 .00370
STAUB10 33 SRC 8 "to" 26 2.007 .00370
STAUB10 33 SRC 9 "the" 20 1.037 .00370
STAUB10 33 SRC 10 "clinic" 31 2.535 .00370
STAUB10 33 SRC 11 "*" 18 1.476 .00370
STAUB10 33 ORC 1 "the" 16 1.564 .00370
STAUB10 33 ORC 2 "employees" 38 2.390 .00370
STAUB10 33 ORC 3 "who" 133 6.064 .00370
STAUB10 33 ORC 4 "the" 10 0.560 .00370
STAUB10 33 ORC 5 "fireman" 40 2.938 .00370
STAUB10 33 ORC 6 "noticed" 33 3.390 .00370
STAUB10 33 ORC 4 "the" 31 2.483 .00370
STAUB10 33 ORC 5 "fireman" 34 2.345 .00370
STAUB10 33 ORC 6 "noticed" 51 3.085 .00370
STAUB10 33 ORC 7 "hurried" 89 4.838 .00370
STAUB10 33 ORC 8 "to" 43 3.199 .00370
STAUB10 33 ORC 9 "the" 23 1.458 .00370
STAUB10 33 ORC 10 "clinic" 20 1.775 .00370
STAUB10 33 ORC 11 "*" 59 3.765 .00370
STAUB10 34 SRC 1 "the" 20 1.409 .00370
STAUB10 34 SRC 2 "employees" 36 2.327 .00370
STAUB10 34 SRC 3 "who" 37 3.076 .00370
STAUB10 34 SRC 4 "noticed" 20 1.527 .00370
STAUB10 34 SRC 5 "the" 24 2.205 .00370
STAUB10 34 SRC 6 "fireman" 51 3.245 .00370
STAUB10 34 SRC 7 "hurried" 35 2.740 .00370
STAUB10 34 SRC 8 "to" 22 2.205 .00370
STAUB10 34 SRC 9 "the" 13 0.831 .00370
STAUB10 34 SRC 10 "clinic" 33 3.636 .00370
STAUB10 34 SRC 11 "*" 21 1.085 .00370
STAUB10 34 ORC 1 "the" 25 1.504 .00370
STAUB10 34 ORC 2 "employees" 27 2.343 .00370
STAUB10 34 ORC 3 "who" 42 3.135 .00370
STAUB10 34 ORC 4 "the" 20 1.384 .00370
STAUB10 34 ORC 2 "employees" 65 4.221 .00370
STAUB10 34 ORC 3 "who" 38 2.775 .00370
STAUB10 34 ORC 4 "the" 19 1.264 .00370
STAUB10 34 ORC 5 "fireman" 27 2.143 .00370
STAUB10 34 ORC 6 "noticed" 126 5.609 .00370
STAUB10 34 ORC 7 "hurried" 28 2.881 .00370
STAUB10 34 ORC 8 "to" 64 4.334 .00370
STAUB10 34 ORC 9 "the" 18 1.749 .00370
STAUB10 34 ORC 10 "clinic" 19 1.758 .00370
STAUB10 34 ORC 11 "*" 26 2.157 .00370
STAUB10 35 SRC 1 "the" 20 1.428 .00370
STAUB10 35 SRC 2 "employees" 88 4.461 .00370
STAUB10 35 SRC 3 "who" 23 2.086 .00370
STAUB10 35 SRC 4 "noticed" 73 4.994 .00370
STAUB10 35 SRC 5 "the" 24 1.596 .00370
STAUB10 35 SRC 6 "fireman" 21 2.478 .00370
STAUB10 35 SRC 7 "hurried" 52 3.134 .00370
STAUB10 35 SRC 8 "to" 30 1.933 .00370
STAUB10 35 SRC 9 "the" 15 1.234 .00370
STAUB10 35 SRC 10 "clinic" 35 2.126 .00370
STAUB10 35 SRC 11 "*" 15 1.617 .00370
STAUB10 35 ORC 1 "the" 19 1.431 .00370
STAUB10 35 ORC 2 "employees" 41 2.998 .00370
STAUB10 35 ORC 3 "who" 28 2.241 .00370
STAUB10 35 ORC 4 "the" 28 1.664 .00370
STAUB10 35 ORC 2 "employees" 62 4.172 .00370
STAUB10 35 ORC 3 "who" 40 2.604 .00370
STAUB10 35 ORC 4 "the" 14 1.484 .00370
STAUB10 35 ORC 5 "fireman" 37 2.442 .00370
STAUB10 35 ORC 6 "noticed" 35 2.933 .00370
STAUB10 35 ORC 7 "hurried" 36 3.711 .00370
STAUB10 35 ORC 8 "to" 22 1.454 .00370
STAUB10 35 ORC 9 "the" 18 1.450 .00370
STAUB10 35 ORC 10 "clinic" 30 2.239 .00370
STAUB10 35 ORC 11 "*" 65 3.890 .00370
STAUB10 36 SRC 1 "the" 21 1.496 .00370
STAUB10 36 SRC 2 "employees" 28 2.650 .00370
STAUB10 36 SRC 3 "who" 29 2.207 .00370
STAUB10 36 SRC 4 "noticed" 43 3.157 .00370
STAUB10 36 SRC 5 "the" 23 1.893 .00370
STAUB10 36 SRC 6 "fireman" 27 1.865 .00370
STAUB10 36 SRC 7 "hurried" 93 4.958 .00370
STAUB10 36 SRC 8 "to" 29 2.473 .00370
STAUB10 36 SRC 9 "the" 33 3.557 .00370
STAUB10 36 SRC 10 "clinic" 21 1.794 .00370
STAUB10 36 SRC 11 "*" 36 2.250 .00370
STAUB10 36 ORC 1 "the" 14 1.410 .00370
STAUB10 36 ORC 2 "employees" 54 4.067 .00370
STAUB10 36 ORC 3 "who" 35 2.469 .00370
STAUB10 36 ORC 4 "the" 18 1.393 .00370
STAUB10 36 ORC 2 "employees" 52 3.833 .00370
STAUB10 36 ORC 3 "who" 19 2.276 .00370
STAUB10 36 ORC 4 "the" 23 1.758 .00370
STAUB10 36 ORC 5 "fireman" 21 2.314 .00370
STAUB10 36 ORC 6 "noticed" 37 2.680 .00370
STAUB10 36 ORC 7 "hurried" 32 3.160 .00370
STAUB10 36 ORC 8 "to" 63 4.622 .00370
STAUB10 36 ORC 9 "the" 20 1.619 .00370
STAUB10 36 ORC 10 "clinic" 29 2.271 .00370
STAUB10 36 ORC 11 "*" 18 1.478 .00370
STAUB10 37 SRC 1 "the" 17 1.692 .00370
STAUB10 37 SRC 2 "employees" 37 2.405 .00370
STAUB10 37 SRC 3 "who" 36 2.784 .00370
STAUB10 37 SRC 4 "noticed" 19 2.019 .00370
STAUB10 37 SRC 5 "the" 58 4.602 .00370
STAUB10 37 SRC 6 "fireman" 27 2.245 .00370
STAUB10 37 SRC 7 "hurried" 35 3.021 .00370
STAUB10 37 SRC 8 "to" 21 1.992 .00370
STAUB10 37 SRC 9 "the" 23 1.274 .00370
STAUB10 37 SRC 10 "clinic" 23 1.908 .00370
STAUB10 37 SRC 11 "*" 30 1.786 .00370
STAUB10 37 ORC 1 "the" 27 1.768 .00370
STAUB10 37 ORC 2 "employees" 33 2.056 .00370
STAUB10 37 ORC 3 "who" 25 2.751 .00370
STAUB10 37 ORC 4 "the" 24 1.697 .00370
STAUB10 37 ORC 5 "fireman" 21 2.181 .00370
STAUB10 37 ORC 4 "the" 28 2.357 .00370
STAUB10 37 ORC 5 "fireman" 28 2.184 .00370
STAUB10 37 ORC 6 "noticed" 53 3.599 .00370
STAUB10 37 ORC 7 "hurried" 35 2.515 .00370
STAUB10 37 ORC 8 "to" 29 2.050 .00370
STAUB10 37 ORC 9 "the" 37 2.879 .00370
STAUB10 37 ORC 10 "clinic" 26 2.667 .00370
STAUB10 37 ORC 11 "*" 36 3.596 .00370
STAUB10 38 SRC 1 "the" 26 1.519 .00370
STAUB10 38 SRC 2 "employees" 22 2.346 .00370
STAUB10 38 SRC 3 "who" 51 4.703 .00370
STAUB10 38 SRC 4 "noticed" 33 3.033 .00370
STAUB10 38 SRC 5 "the" 33 2.015 .00370
STAUB10 38 SRC 6 "fireman" 21 1.896 .00370
STAUB10 38 SRC 7 "hurried" 49 3.479 .00370
STAUB10 38 SRC 8 "to" 22 1.554 .00370
STAUB10 38 SRC 9 "the" 16 1.421 .00370
STAUB10 38 SRC 10 "clinic" 28 1.902 .00370
STAUB10 38 SRC 11 "*" 47 3.743 .00370
STAUB10 38 ORC 1 "the" 27 1.847 .00370
STAUB10 38 ORC 2 "employees" 33 2.099 .00370
STAUB10 38 ORC 3 "who" 32 2.864 .00370
STAUB10 38 ORC 4 "the" 24 1.389 .00370
STAUB10 38 ORC 2 "employees" 82 4.478 .00370
STAUB10 38 ORC 3 "who" 43 3.093 .00370
STAUB10 38 ORC 4 "the" 17 1.457 .00370
STAUB10 38 ORC 5 "fireman" 45 3.460 .00370
STAUB10 38 ORC 6 "noticed" 35 3.009 .00370
STAUB10 38 ORC 7 "hurried" 46 3.195 .00370
STAUB10 38 ORC 8 "to" 22 2.197 .00370
STAUB10 38 ORC 9 "the" 31 3.143 .00370
STAUB10 38 ORC 10 "clinic" 31 2.247 .00370
STAUB10 38 ORC 11 "*" 30 2.184 .00370
STAUB10 39 SRC 1 "the" 18 1.395 .00370
STAUB10 39 SRC 2 "employees" 44 2.739 .00370
STAUB10 39 SRC 3 "who" 26 2.556 .00370
STAUB10 39 SRC 4 "noticed" 21 1.748 .00370
STAUB10 39 SRC 5 "the" 23 2.791 .00370
STAUB10 39 SRC 6 "fireman" 26 2.288 .00370
STAUB10 39 SRC 7 "hurried" 122 5.261 .00370
STAUB10 39 SRC 8 "to" 23 1.844 .00370
STAUB10 39 SRC 9 "the" 26 1.573 .00370
STAUB10 39 SRC 10 "clinic" 33 2.052 .00370
STAUB10 39 SRC 11 "*" 28 1.661 .00370
STAUB10 39 ORC 1 "the" 20 1.544 .00370
STAUB10 39 ORC 2 "employees" 82 4.274 .00370
STAUB10 39 ORC 3 "who" 28 2.349 .00370
STAUB10 39 ORC 4 "the" 19 1.334 .00370
STAUB10 39 ORC 1 "the" 139 6.589 .00370
STAUB10 39 ORC 2 "employees" 39 3.315 .00370
STAUB10 39 ORC 3 "who" 32 2.504 .00370
STAUB10 39 ORC 4 "the" 18 1.608 .00370
STAUB10 39 ORC 5 "fireman" 40 4.121 .00370
