experiment simulation item wn word enctime ecc freq1
"MV13-13" 14 LOW 18 "musica" 56 3.526 .00370
"MV13-13" 14 LOW 19 "*" 22 1.686 .00370
"MV13-13" 14 UNAMB 1 "el" 16 1.260 .00370
"MV13-13" 14 UNAMB 2 "profesor" 24 2.259 .00370
"MV13-13" 14 UNAMB 3 "dijo" 32 2.588 .00370
"MV13-13" 14 UNAMB 4 "que" 25 1.447 .00370
"MV13-13" 14 UNAMB 5 "los" 21 1.747 .00370
"MV13-13" 14 UNAMB 6 "alumnos" 35 3.830 .00370
"MV13-13" 14 UNAMB 7 "selevantaran" 39 3.790 .00370
"MV13-13" 14 UNAMB 8 "del" 50 3.451 .00370
"MV13-13" 14 UNAMB 9 "asiento" 30 1.808 .00370
"MV13-13" 14 UNAMB 10 "si" 27 2.057 .00370
"MV13-13" 14 UNAMB 11 "los" 20 1.510 .00370
"MV13-13" 14 UNAMB 12 "directores" 32 3.158 .00370
"MV13-13" 14 UNAMB 13 "entraban" 67 4.687 .00370
"MV13-13" 14 UNAMB 14 "en" 24 1.274 .00370
"MV13-13" 14 UNAMB 15 "la" 15 1.291 .00370
"MV13-13" 14 UNAMB 16 "clase" 34 2.833 .00370
"MV13-13" 14 UNAMB 17 "de" 22 1.289 .00370
"MV13-13" 14 UNAMB 18 "musica" 19 2.205 .00370
"MV13-13" 14 UNAMB 19 "*" 25 1.774 .00370
"MV13-13" 15 HIGH 1 "el" 21 1.279 .00370
"MV13-13" 15 HIGH 2 "profesor" 27 2.358 .00370
"MV13-13" 15 HIGH 3 "dijo" 23 2.372 .00370
"MV13-13" 15 HIGH 4 "que" 30 1.890 .00370
"MV13-13" 15 HIGH 5 "los" 17 1.501 .00370
"MV13-13" 15 HIGH 6 "alumnos" 27 1.795 .00370
"MV13-13" 15 HIGH 7 "selevantaran" 40 4.075 .00370
"MV13-13" 15 HIGH 8 "del" 57 3.605 .00370
"MV13-13" 15 HIGH 9 "asiento" 19 1.597 .00370
"MV13-13" 15 HIGH 10 "cuando" 47 3.066 .00370
"MV13-13" 15 HIGH 11 "los" 26 2.135 .00370
"MV13-13" 15 HIGH 12 "directores" 35 2.697 .00370
"MV13-13" 15 HIGH 13 "entraron" 56 4.351 .00370
"MV13-13" 15 HIGH 14 "en" 17 1.864 .00370
"MV13-13" 15 HIGH 15 "la" 17 1.192 .00370
"MV13-13" 15 HIGH 16 "clase" 41 2.653 .00370
"MV13-13" 15 HIGH 17 "de" 32 1.956 .00370
"MV13-13" 15 HIGH 18 "musica" 18 1.752 .00370
"MV13-13" 15 HIGH 19 "*" 16 1.591 .00370
"MV13-13" 15 LOW 1 "el" 19 1.299 .00370
"MV13-13" 15 LOW 2 "profesor" 34 3.119 .00370
"MV13-13" 15 LOW 3 "dijo" 42 3.152 .00370
"MV13-13" 15 LOW 4 "que" 25 1.534 .00370
"MV13-13" 15 LOW 5 "los" 17 1.551 .00370
"MV13-13" 15 LOW 6 "alumnos" 20 2.257 .00370
"MV13-13" 15 LOW 7 "selevantaran" 59 3.741 .00370
"MV13-13" 15 LOW 8 "del" 31 3.405 .00370
"MV13-13" 15 LOW 9 "asiento" 28 2.000 .00370
"MV13-13" 15 LOW 10 "cuando" 34 2.416 .00370
"MV13-13" 15 LOW 11 "los" 28 2.383 .00370
"MV13-13" 15 LOW 12 "directores" 43 2.791 .00370
"MV13-13" 15 LOW 13 "entraran" 35 3.528 .00370
"MV13-13" 15 LOW 14 "en" 32 2.376 .00370
"MV13-13" 15 LOW 15 "la" 27 1.484 .00370
"MV13-13" 15 LOW 16 "clase" 27 1.674 .00370
"MV13-13" 15 LOW 17 "de" 21 1.374 .00370
"MV13-13" 15 LOW 18 "musica" 50 3.364 .00370
"MV13-13" 15 LOW 19 "*" 18 1.680 .00370
"MV13-13" 15 UNAMB 1 "el" 23 1.318 .00370
"MV13-13" 15 UNAMB 2 "profesor" 22 2.164 .00370
"MV13-13" 15 UNAMB 3 "dijo" 30 2.692 .00370
"MV13-13" 15 UNAMB 4 "que" 14 1.592 .00370
"MV13-13" 15 UNAMB 5 "los" 18 1.481 .00370
"MV13-13" 15 UNAMB 6 "alumnos" 36 2.451 .00370
"MV13-13" 15 UNAMB 7 "selevantaran" 53 3.908 .00370
"MV13-13" 15 UNAMB 8 "del" 34 2.878 .00370
"MV13-13" 15 UNAMB 9 "asiento" 34 2.507 .00370
"MV13-13" 15 UNAMB 10 "si" 18 1.967 .00370
"MV13-13" 15 UNAMB 11 "los" 16 1.344 .00370
"MV13-13" 15 UNAMB 9 "asiento" 29 1.832 .00370
"MV13-13" 15 UNAMB 10 "si" 12 0.178 .00370
"MV13-13" 15 UNAMB 11 "los" 21 1.486 .00370
"MV13-13" 15 UNAMB 12 "directores" 47 2.950 .00370
"MV13-13" 15 UNAMB 13 "entraban" 35 3.253 .00370
"MV13-13" 15 UNAMB 14 "en" 23 2.728 .00370
"MV13-13" 15 UNAMB 15 "la" 20 1.152 .00370
"MV13-13" 15 UNAMB 16 "clase" 22 1.827 .00370
"MV13-13" 15 UNAMB 17 "de" 15 1.450 .00370
"MV13-13" 15 UNAMB 18 "musica" 27 1.832 .00370
"MV13-13" 15 UNAMB 19 "*" 25 1.437 .00370
"MV13-14" 1 HIGH 1 "el" 18 1.354 .00370
"MV13-14" 1 HIGH 2 "profesor" 31 2.103 .00370
"MV13-14" 1 HIGH 3 "dijo" 46 2.920 .00370
"MV13-14" 1 HIGH 4 "que" 20 1.537 .00370
"MV13-14" 1 HIGH 5 "los" 13 1.363 .00370
"MV13-14" 1 HIGH 6 "alumnos" 31 3.517 .00370
"MV13-14" 1 HIGH 7 "selevantaran" 33 3.746 .00370
"MV13-14" 1 HIGH 8 "del" 50 3.080 .00370
"MV13-14" 1 HIGH 9 "asiento" 32 2.420 .00370
"MV13-14" 1 HIGH 10 "cuando" 29 2.500 .00370
"MV13-14" 1 HIGH 11 "los" 30 2.283 .00370
"MV13-14" 1 HIGH 12 "directores" 36 3.380 .00370
"MV13-14" 1 HIGH 13 "entraron" 45 3.159 .00370
"MV13-14" 1 HIGH 14 "en" 33 2.294 .00370
"MV13-14" 1 HIGH 15 "la" 22 1.167 .00370
"MV13-14" 1 HIGH 16 "clase" 24 1.620 .00370
"MV13-14" 1 HIGH 17 "de" 18 1.834 .00370
"MV13-14" 1 HIGH 18 "musica" 47 3.538 .00370
"MV13-14" 1 HIGH 19 "*" 27 1.635 .00370
"MV13-14" 1 LOW 1 "el" 18 1.225 .00370
"MV13-14" 1 LOW 2 "profesor" 41 2.786 .00370
"MV13-14" 1 LOW 3 "dijo" 29 2.180 .00370
"MV13-14" 1 LOW 4 "que" 26 1.595 .00370
"MV13-14" 1 LOW 5 "los" 28 1.540 .00370
"MV13-14" 1 LOW 6 "alumnos" 30 2.214 .00370
"MV13-14" 1 LOW 7 "selevantaran" 71 4.423 .00370
"MV13-14" 1 LOW 8 "del" 41 2.882 .00370
"MV13-14" 1 LOW 9 "asiento" 23 2.030 .00370
"MV13-14" 1 LOW 10 "cuando" 38 2.788 .00370
"MV13-14" 1 LOW 11 "los" 20 1.935 .00370
"MV13-14" 1 LOW 12 "directores" 76 4.756 .00370
"MV13-14" 1 LOW 13 "entraran" 35 3.019 .00370
"MV13-14" 1 LOW 14 "en" 29 3.133 .00370
"MV13-14" 1 LOW 15 "la" 12 0.826 .00370
"MV13-14" 1 LOW 16 "clase" 30 1.783 .00370
"MV13-14" 1 LOW 17 "de" 20 1.599 .00370
"MV13-14" 1 LOW 18 "musica" 25 1.892 .00370
"MV13-14" 1 LOW 19 "*" 18 1.925 .00370
"MV13-14" 1 UNAMB 1 "el" 24 1.387 .00370
"MV13-14" 1 UNAMB 2 "profesor" 31 2.620 .00370
"MV13-14" 1 UNAMB 3 "dijo" 20 2.228 .00370
"MV13-14" 1 UNAMB 4 "que" 19 1.465 .00370
"MV13-14" 1 UNAMB 5 "los" 17 1.380 .00370
"MV13-14" 1 UNAMB 6 "alumnos" 27 2.262 .00370
"MV13-14" 1 UNAMB 7 "selevantaran" 85 4.396 .00370
"MV13-14" 1 UNAMB 8 "del" 34 2.827 .00370
"MV13-14" 1 UNAMB 9 "asiento" 26 2.417 .00370
"MV13-14" 1 UNAMB 10 "si" 17 1.688 .00370
"MV13-14" 1 UNAMB 11 "los" 20 1.541 .00370
"MV13-14" 1 UNAMB 12 "directores" 53 3.986 .00370
"MV13-14" 1 UNAMB 13 "entraban" 76 4.702 .00370
"MV13-14" 1 UNAMB 14 "en" 27 1.809 .00370
"MV13-14" 1 UNAMB 15 "la" 16 0.800 .00370
"MV13-14" 1 UNAMB 16 "clase" 29 1.720 .00370
"MV13-14" 1 UNAMB 17 "de" 30 2.096 .00370
"MV13-14" 1 UNAMB 18 "musica" 20 1.832 .00370
"MV13-14" 1 UNAMB 19 "*" 18 1.411 .00370
"MV13-14" 2 HIGH 1 "el" 20 1.217 .00370
"MV13-14" 2 HIGH 2 "profesor" 42 2.830 .00370
"MV13-14" 2 HIGH 3 "dijo" 30 2.310 .00370
"MV13-14" 2 HIGH 4 "que" 22 1.586 .00370
"MV13-14" 2 HIGH 5 "los" 30 1.812 .00370
"MV13-14" 2 HIGH 6 "alumnos" 33 2.155 .00370
"MV13-14" 2 HIGH 7 "selevantaran" 51 3.848 .00370
"MV13-14" 2 HIGH 8 "del" 36 3.176 .00370
"MV13-14" 2 HIGH 9 "asiento" 27 1.898 .00370
"MV13-14" 2 HIGH 10 "cuando" 27 2.840 .00370
"MV13-14" 2 HIGH 11 "los" 32 2.069 .00370
"MV13-14" 2 HIGH 12 "directores" 29 3.224 .00370
"MV13-14" 2 HIGH 13 "entraron" 158 6.529 .00370
"MV13-14" 2 HIGH 14 "en" 23 2.109 .00370
"MV13-14" 2 HIGH 15 "la" 44 3.432 .00370
"MV13-14" 2 HIGH 16 "clase" 25 1.551 .00370
"MV13-14" 2 HIGH 17 "de" 50 3.322 .00370
"MV13-14" 2 HIGH 18 "musica" 19 1.532 .00370
"MV13-14" 2 HIGH 19 "*" 18 1.917 .00370
"MV13-14" 2 LOW 1 "el" 23 1.462 .00370
"MV13-14" 2 LOW 2 "profesor" 57 3.604 .00370
"MV13-14" 2 LOW 3 "dijo" 47 3.301 .00370
"MV13-14" 2 LOW 4 "que" 16 1.200 .00370
"MV13-14" 2 LOW 5 "los" 21 1.246 .00370
"MV13-14" 2 LOW 6 "alumnos" 49 3.080 .00370
"MV13-14" 2 LOW 7 "selevantaran" 39 3.298 .00370
"MV13-14" 2 LOW 8 "del" 36 3.291 .00370
"MV13-14" 2 LOW 9 "asiento" 17 1.804 .00370
"MV13-14" 2 LOW 10 "cuando" 60 3.580 .00370
"MV13-14" 2 LOW 11 "los" 26 1.647 .00370
"MV13-14" 2 LOW 12 "directores" 31 2.639 .00370
"MV13-14" 2 LOW 13 "entraran" 61 3.934 .00370
"MV13-14" 2 LOW 14 "en" 42 2.666 .00370
"MV13-14" 2 LOW 15 "la" 15 0.989 .00370
"MV13-14" 2 LOW 16 "clase" 26 1.854 .00370
"MV13-14" 2 LOW 17 "de" 15 1.805 .00370
"MV13-14" 2 LOW 18 "musica" 26 3.099 .00370
"MV13-14" 2 LOW 19 "*" 34 2.229 .00370
"MV13-14" 2 UNAMB 1 "el" 20 1.321 .00370
"MV13-14" 2 UNAMB 2 "profesor" 36 2.208 .00370
"MV13-14" 2 UNAMB 3 "dijo" 42 3.424 .00370
"MV13-14" 2 UNAMB 4 "que" 57 4.377 .00370
"MV13-14" 2 UNAMB 5 "los" 21 1.336 .00370
"MV13-14" 2 UNAMB 6 "alumnos" 39 3.440 .00370
"MV13-14" 2 UNAMB 7 "selevantaran" 55 3.946 .00370
"MV13-14" 2 UNAMB 8 "del" 30 3.187 .00370
"MV13-14" 2 UNAMB 9 "asiento" 30 2.532 .00370
"MV13-14" 2 UNAMB 10 "si" 26 1.721 .00370
"MV13-14" 2 UNAMB 11 "los" 66 3.747 .00370
"MV13-14" 2 UNAMB 9 "asiento" 14 0.312 .00370
"MV13-14" 2 UNAMB 10 "si" 20 1.870 .00370
"MV13-14" 2 UNAMB 11 "los" 18 1.281 .00370
"MV13-14" 2 UNAMB 12 "directores" 78 4.389 .00370
"MV13-14" 2 UNAMB 13 "entraban" 67 4.180 .00370
"MV13-14" 2 UNAMB 14 "en" 26 2.256 .00370
"MV13-14" 2 UNAMB 15 "la" 49 3.312 .00370
"MV13-14" 2 UNAMB 16 "clase" 18 1.897 .00370
"MV13-14" 2 UNAMB 17 "de" 13 1.305 .00370
"MV13-14" 2 UNAMB 18 "musica" 27 2.044 .00370
"MV13-14" 2 UNAMB 19 "*" 21 1.559 .00370
"MV13-14" 3 HIGH 1 "el" 18 1.367 .00370
"MV13-14" 3 HIGH 2 "profesor" 23 2.039 .00370
"MV13-14" 3 HIGH 3 "dijo" 29 2.584 .00370
"MV13-14" 3 HIGH 4 "que" 24 1.742 .00370
"MV13-14" 3 HIGH 5 "los" 17 1.388 .00370
"MV13-14" 3 HIGH 6 "alumnos" 34 3.335 .00370
"MV13-14" 3 HIGH 7 "selevantaran" 372 8.560 .00370
"MV13-14" 3 HIGH 7 "selevantaran" 18 1.580 .00370
"MV13-14" 3 HIGH 8 "del" 29 2.923 .00370
"MV13-14" 3 HIGH 9 "asiento" 33 2.671 .00370
"MV13-14" 3 HIGH 10 "cuando" 34 2.549 .00370
"MV13-14" 3 HIGH 11 "los" 27 2.051 .00370
"MV13-14" 3 HIGH 12 "directores" 64 5.158 .00370
"MV13-14" 3 HIGH 13 "entraron" 54 3.872 .00370
"MV13-14" 3 HIGH 14 "en" 23 2.695 .00370
"MV13-14" 3 HIGH 15 "la" 18 0.699 .00370
"MV13-14" 3 HIGH 16 "clase" 15 1.500 .00370
"MV13-14" 3 HIGH 17 "de" 23 1.533 .00370
"MV13-14" 3 HIGH 18 "musica" 30 2.223 .00370
"MV13-14" 3 HIGH 19 "*" 26 1.753 .00370
"MV13-14" 3 LOW 1 "el" 19 1.396 .00370
"MV13-14" 3 LOW 2 "profesor" 25 2.126 .00370
"MV13-14" 3 LOW 3 "dijo" 40 2.867 .00370
"MV13-14" 3 LOW 4 "que" 18 1.420 .00370
"MV13-14" 3 LOW 5 "los" 46 3.100 .00370
"MV13-14" 3 LOW 6 "alumnos" 25 2.365 .00370
"MV13-14" 3 LOW 7 "selevantaran" 51 3.840 .00370
"MV13-14" 3 LOW 8 "del" 39 3.291 .00370
"MV13-14" 3 LOW 9 "asiento" 33 2.294 .00370
"MV13-14" 3 LOW 10 "cuando" 39 3.229 .00370
"MV13-14" 3 LOW 11 "los" 17 1.697 .00370
"MV13-14" 3 LOW 12 "directores" 32 3.015 .00370
"MV13-14" 3 LOW 13 "entraran" 43 3.393 .00370
"MV13-14" 3 LOW 14 "en" 23 2.374 .00370
"MV13-14" 3 LOW 15 "la" 20 1.300 .00370
"MV13-14" 3 LOW 16 "clase" 22 1.472 .00370
"MV13-14" 3 LOW 17 "de" 29 1.816 .00370
"MV13-14" 3 LOW 18 "musica" 26 1.804 .00370
"MV13-14" 3 LOW 19 "*" 29 2.022 .00370
"MV13-14" 3 UNAMB 1 "el" 18 1.340 .00370
"MV13-14" 3 UNAMB 2 "profesor" 27 2.724 .00370
"MV13-14" 3 UNAMB 3 "dijo" 27 2.462 .00370
"MV13-14" 3 UNAMB 4 "que" 25 1.560 .00370
"MV13-14" 3 UNAMB 5 "los" 26 1.351 .00370
"MV13-14" 3 UNAMB 6 "alumnos" 20 2.266 .00370
"MV13-14" 3 UNAMB 7 "selevantaran" 52 3.784 .00370
"MV13-14" 3 UNAMB 8 "del" 31 2.965 .00370
"MV13-14" 3 UNAMB 9 "asiento" 38 2.341 .00370
"MV13-14" 3 UNAMB 10 "si" 33 2.376 .00370
"MV13-14" 3 UNAMB 11 "los" 17 1.027 .00370
"MV13-14" 3 UNAMB 10 "si" 11 0.222 .00370
"MV13-14" 3 UNAMB 11 "los" 17 1.171 .00370
"MV13-14" 3 UNAMB 12 "directores" 40 2.969 .00370
"MV13-14" 3 UNAMB 13 "entraban" 43 3.634 .00370
"MV13-14" 3 UNAMB 14 "en" 37 2.380 .00370
"MV13-14" 3 UNAMB 15 "la" 16 0.975 .00370
"MV13-14" 3 UNAMB 16 "clase" 38 2.735 .00370
"MV13-14" 3 UNAMB 17 "de" 24 1.409 .00370
"MV13-14" 3 UNAMB 18 "musica" 26 1.873 .00370
"MV13-14" 3 UNAMB 19 "*" 62 3.712 .00370
"MV13-14" 4 HIGH 1 "el" 25 1.456 .00370
"MV13-14" 4 HIGH 2 "profesor" 34 2.318 .00370
"MV13-14" 4 HIGH 3 "dijo" 37 2.651 .00370
"MV13-14" 4 HIGH 4 "que" 14 1.586 .00370
"MV13-14" 4 HIGH 5 "los" 12 1.121 .00370
"MV13-14" 4 HIGH 6 "alumnos" 23 2.490 .00370
"MV13-14" 4 HIGH 7 "selevantaran" 74 4.350 .00370
"MV13-14" 4 HIGH 8 "del" 39 2.769 .00370
"MV13-14" 4 HIGH 9 "asiento" 71 4.317 .00370
"MV13-14" 4 HIGH 10 "cuando" 27 2.922 .00370
"MV13-14" 4 HIGH 11 "los" 40 2.650 .00370
"MV13-14" 4 HIGH 12 "directores" 40 2.644 .00370
"MV13-14" 4 HIGH 13 "entraron" 37 3.450 .00370
"MV13-14" 4 HIGH 14 "en" 34 2.328 .00370
"MV13-14" 4 HIGH 15 "la" 17 1.207 .00370
"MV13-14" 4 HIGH 16 "clase" 18 1.539 .00370
"MV13-14" 4 HIGH 17 "de" 19 1.884 .00370
"MV13-14" 4 HIGH 18 "musica" 25 1.848 .00370
"MV13-14" 4 HIGH 19 "*" 15 1.442 .00370
"MV13-14" 4 LOW 1 "el" 18 1.153 .00370
"MV13-14" 4 LOW 2 "profesor" 21 2.440 .00370
"MV13-14" 4 LOW 3 "dijo" 27 2.315 .00370
"MV13-14" 4 LOW 4 "que" 31 2.031 .00370
"MV13-14" 4 LOW 5 "los" 33 2.986 .00370
"MV13-14" 4 LOW 6 "alumnos" 24 2.686 .00370
"MV13-14" 4 LOW 7 "selevantaran" 36 3.406 .00370
"MV13-14" 4 LOW 8 "del" 40 3.298 .00370
"MV13-14" 4 LOW 9 "asiento" 36 2.691 .00370
"MV13-14" 4 LOW 10 "cuando" 37 2.951 .00370
"MV13-14" 4 LOW 11 "los" 27 1.625 .00370
"MV13-14" 4 LOW 12 "directores" 70 4.185 .00370
"MV13-14" 4 LOW 13 "entraran" 59 4.301 .00370
"MV13-14" 4 LOW 14 "en" 24 2.020 .00370
"MV13-14" 4 LOW 15 "la" 13 0.844 .00370
"MV13-14" 4 LOW 16 "clase" 19 1.929 .00370
"MV13-14" 4 LOW 17 "de" 32 2.139 .00370
"MV13-14" 4 LOW 18 "musica" 19 1.542 .00370
"MV13-14" 4 LOW 19 "*" 16 1.300 .00370
"MV13-14" 4 UNAMB 1 "el" 15 1.395 .00370
"MV13-14" 4 UNAMB 2 "profesor" 27 2.144 .00370
"MV13-14" 4 UNAMB 3 "dijo" 39 2.653 .00370
"MV13-14" 4 UNAMB 4 "que" 28 2.035 .00370
"MV13-14" 4 UNAMB 5 "los" 16 1.154 .00370
"MV13-14" 4 UNAMB 6 "alumnos" 28 1.848 .00370
"MV13-14" 4 UNAMB 7 "selevantaran" 49 4.023 .00370
"MV13-14" 4 UNAMB 8 "del" 55 3.827 .00370
"MV13-14" 4 UNAMB 9 "asiento" 29 2.375 .00370
"MV13-14" 4 UNAMB 10 "si" 24 1.493 .00370
"MV13-14" 4 UNAMB 11 "los" 24 1.343 .00370
"MV13-14" 4 UNAMB 10 "si" 9 0.077 .00370
"MV13-14" 4 UNAMB 11 "los" 24 1.257 .00370
"MV13-14" 4 UNAMB 12 "directores" 52 4.010 .00370
"MV13-14" 4 UNAMB 13 "entraban" 47 3.891 .00370
"MV13-14" 4 UNAMB 14 "en" 32 2.869 .00370
"MV13-14" 4 UNAMB 15 "la" 12 0.693 .00370
"MV13-14" 4 UNAMB 16 "clase" 22 2.193 .00370
"MV13-14" 4 UNAMB 17 "de" 51 4.075 .00370
"MV13-14" 4 UNAMB 18 "musica" 17 1.506 .00370
"MV13-14" 4 UNAMB 19 "*" 26 2.002 .00370
"MV13-14" 5 HIGH 1 "el" 24 1.510 .00370
"MV13-14" 5 HIGH 2 "profesor" 27 1.956 .00370
"MV13-14" 5 HIGH 3 "dijo" 43 2.697 .00370
"MV13-14" 5 HIGH 4 "que" 23 1.550 .00370
"MV13-14" 5 HIGH 5 "los" 46 3.272 .00370
"MV13-14" 5 HIGH 6 "alumnos" 28 1.734 .00370
"MV13-14" 5 HIGH 7 "selevantaran" 63 3.930 .00370
"MV13-14" 5 HIGH 8 "del" 49 3.314 .00370
"MV13-14" 5 HIGH 9 "asiento" 30 2.063 .00370
"MV13-14" 5 HIGH 10 "cuando" 47 3.138 .00370
"MV13-14" 5 HIGH 11 "los" 28 1.923 .00370
"MV13-14" 5 HIGH 12 "directores" 46 2.980 .00370
"MV13-14" 5 HIGH 13 "entraron" 31 3.192 .00370
"MV13-14" 5 HIGH 14 "en" 26 2.501 .00370
"MV13-14" 5 HIGH 15 "la" 18 1.175 .00370
"MV13-14" 5 HIGH 16 "clase" 21 1.828 .00370
"MV13-14" 5 HIGH 17 "de" 16 1.590 .00370
"MV13-14" 5 HIGH 18 "musica" 16 1.796 .00370
"MV13-14" 5 HIGH 19 "*" 19 2.210 .00370
"MV13-14" 5 LOW 1 "el" 23 1.270 .00370
"MV13-14" 5 LOW 2 "profesor" 29 2.262 .00370
"MV13-14" 5 LOW 3 "dijo" 24 2.379 .00370
"MV13-14" 5 LOW 4 "que" 19 1.888 .00370
"MV13-14" 5 LOW 5 "los" 34 3.283 .00370
"MV13-14" 5 LOW 6 "alumnos" 29 2.704 .00370
"MV13-14" 5 LOW 7 "selevantaran" 61 3.791 .00370
"MV13-14" 5 LOW 8 "del" 26 2.883 .00370
"MV13-14" 5 LOW 9 "asiento" 20 1.840 .00370
"MV13-14" 5 LOW 10 "cuando" 52 3.733 .00370
"MV13-14" 5 LOW 11 "los" 15 1.399 .00370
"MV13-14" 5 LOW 12 "directores" 49 3.186 .00370
"MV13-14" 5 LOW 13 "entraran" 55 3.570 .00370
"MV13-14" 5 LOW 14 "en" 29 2.263 .00370
"MV13-14" 5 LOW 15 "la" 15 1.150 .00370
"MV13-14" 5 LOW 16 "clase" 17 1.348 .00370
"MV13-14" 5 LOW 17 "de" 31 1.844 .00370
"MV13-14" 5 LOW 18 "musica" 35 2.517 .00370
"MV13-14" 5 LOW 19 "*" 45 3.093 .00370
"MV13-14" 5 UNAMB 1 "el" 17 1.485 .00370
"MV13-14" 5 UNAMB 2 "profesor" 48 3.604 .00370
"MV13-14" 5 UNAMB 3 "dijo" 30 2.535 .00370
"MV13-14" 5 UNAMB 4 "que" 17 1.657 .00370
"MV13-14" 5 UNAMB 5 "los" 20 1.562 .00370
"MV13-14" 5 UNAMB 6 "alumnos" 65 3.766 .00370
"MV13-14" 5 UNAMB 7 "selevantaran" 62 4.127 .00370
"MV13-14" 5 UNAMB 8 "del" 29 2.726 .00370
"MV13-14" 5 UNAMB 9 "asiento" 25 3.012 .00370
"MV13-14" 5 UNAMB 10 "si" 22 1.817 .00370
"MV13-14" 5 UNAMB 11 "los" 15 1.120 .00370
"MV13-14" 5 UNAMB 12 "directores" 48 3.231 .00370
"MV13-14" 5 UNAMB 13 "entraban" 40 4.048 .00370
"MV13-14" 5 UNAMB 14 "en" 26 1.550 .00370
"MV13-14" 5 UNAMB 15 "la" 18 1.164 .00370
"MV13-14" 5 UNAMB 16 "clase" 25 1.698 .00370
"MV13-14" 5 UNAMB 17 "de" 31 2.268 .00370
"MV13-14" 5 UNAMB 18 "musica" 34 3.155 .00370
"MV13-14" 5 UNAMB 19 "*" 32 2.252 .00370
"MV13-14" 6 HIGH 1 "el" 17 1.190 .00370
"MV13-14" 6 HIGH 2 "profesor" 30 3.431 .00370
"MV13-14" 6 HIGH 3 "dijo" 30 2.594 .00370
"MV13-14" 6 HIGH 4 "que" 18 1.998 .00370
"MV13-14" 6 HIGH 5 "los" 48 3.338 .00370
"MV13-14" 6 HIGH 6 "alumnos" 32 2.270 .00370
"MV13-14" 6 HIGH 7 "selevantaran" 53 4.241 .00370
"MV13-14" 6 HIGH 8 "del" 37 2.844 .00370
"MV13-14" 6 HIGH 9 "asiento" 36 2.299 .00370
"MV13-14" 6 HIGH 10 "cuando" 27 3.137 .00370
"MV13-14" 6 HIGH 11 "los" 35 3.542 .00370
"MV13-14" 6 HIGH 12 "directores" 67 3.864 .00370
"MV13-14" 6 HIGH 13 "entraron" 62 3.742 .00370
"MV13-14" 6 HIGH 14 "en" 25 2.453 .00370
"MV13-14" 6 HIGH 15 "la" 15 1.236 .00370
"MV13-14" 6 HIGH 16 "clase" 20 1.976 .00370
"MV13-14" 6 HIGH 17 "de" 19 1.287 .00370
"MV13-14" 6 HIGH 18 "musica" 44 3.008 .00370
"MV13-14" 6 HIGH 19 "*" 25 2.313 .00370
"MV13-14" 6 LOW 1 "el" 20 1.504 .00370
"MV13-14" 6 LOW 2 "profesor" 18 2.030 .00370
"MV13-14" 6 LOW 3 "dijo" 21 2.623 .00370
"MV13-14" 6 LOW 4 "que" 27 1.654 .00370
"MV13-14" 6 LOW 5 "los" 24 1.397 .00370
"MV13-14" 6 LOW 6 "alumnos" 57 3.982 .00370
"MV13-14" 6 LOW 7 "selevantaran" 48 3.746 .00370
"MV13-14" 6 LOW 8 "del" 35 2.984 .00370
"MV13-14" 6 LOW 9 "asiento" 21 2.391 .00370
"MV13-14" 6 LOW 10 "cuando" 31 2.967 .00370
"MV13-14" 6 LOW 11 "los" 24 1.716 .00370
"MV13-14" 6 LOW 12 "directores" 50 3.429 .00370
"MV13-14" 6 LOW 13 "entraran" 58 3.465 .00370
"MV13-14" 6 LOW 14 "en" 27 2.428 .00370
"MV13-14" 6 LOW 15 "la" 15 0.784 .00370
"MV13-14" 6 LOW 16 "clase" 34 2.641 .00370
"MV13-14" 6 LOW 17 "de" 29 1.776 .00370
"MV13-14" 6 LOW 18 "musica" 21 1.612 .00370
"MV13-14" 6 LOW 19 "*" 24 2.017 .00370
"MV13-14" 6 UNAMB 1 "el" 22 1.241 .00370
"MV13-14" 6 UNAMB 2 "profesor" 22 2.389 .00370
"MV13-14" 6 UNAMB 3 "dijo" 46 3.110 .00370
"MV13-14" 6 UNAMB 4 "que" 12 1.053 .00370
"MV13-14" 6 UNAMB 5 "los" 25 1.318 .00370
"MV13-14" 6 UNAMB 6 "alumnos" 40 2.607 .00370
"MV13-14" 6 UNAMB 7 "selevantaran" 36 3.522 .00370
"MV13-14" 6 UNAMB 8 "del" 41 3.187 .00370
"MV13-14" 6 UNAMB 9 "asiento" 35 2.480 .00370
"MV13-14" 6 UNAMB 10 "si" 35 2.413 .00370
"MV13-14" 6 UNAMB 11 "los" 13 0.749 .00370
"MV13-14" 6 UNAMB 10 "si" 9 0.543 .00370
"MV13-14" 6 UNAMB 11 "los" 18 0.941 .00370
"MV13-14" 6 UNAMB 12 "directores" 24 2.472 .00370
"MV13-14" 6 UNAMB 13 "entraban" 74 4.639 .00370
"MV13-14" 6 UNAMB 14 "en" 26 1.714 .00370
"MV13-14" 6 UNAMB 15 "la" 26 1.402 .00370
"MV13-14" 6 UNAMB 16 "clase" 17 1.403 .00370
"MV13-14" 6 UNAMB 17 "de" 20 1.471 .00370
"MV13-14" 6 UNAMB 18 "musica" 31 2.233 .00370
"MV13-14" 6 UNAMB 19 "*" 21 1.544 .00370
"MV13-14" 7 HIGH 1 "el" 14 1.109 .00370
"MV13-14" 7 HIGH 2 "profesor" 29 2.557 .00370
