experiment simulation item wn word attachtime
"MV13-31" 1 HIGH 6 "ALUMNOS" 70
"MV13-31" 1 HIGH 7 "SELEVANTARAN" 70
"MV13-31" 1 HIGH 8 "DEL" 29
"MV13-31" 1 HIGH 9 "ASIENTO" 27
"MV13-31" 1 HIGH 10 "CUANDO" 20
"MV13-31" 1 HIGH 10 "CUANDO" 123
"MV13-31" 1 HIGH 11 "LOS" 29
"MV13-31" 1 HIGH 12 "DIRECTORES" 27
"MV13-31" 1 HIGH 13 "ENTRARON" 154
"MV13-31" 1 HIGH 14 "EN" 70
"MV13-31" 1 HIGH 15 "LA" 70
"MV13-31" 1 HIGH 16 "CLASE" 37
"MV13-31" 1 HIGH 17 "de" 31
"MV13-31" 1 HIGH 18 "MUSICA" 37
"MV13-31" 1 LOW 1 "EL" 22
"MV13-31" 1 LOW 2 "PROFESOR" 26
"MV13-31" 1 LOW 3 "DIJO" 39
"MV13-31" 1 LOW 4 "QUE" 28
"MV13-31" 1 LOW 5 "LOS" 22
"MV13-31" 1 LOW 6 "ALUMNOS" 32
"MV13-31" 1 LOW 7 "SELEVANTARAN" 26
"MV13-31" 1 LOW 8 "DEL" 28
"MV13-31" 1 LOW 9 "ASIENTO" 70
"MV13-31" 1 LOW 10 "CUANDO" 20
"MV13-31" 1 LOW 11 "LOS" 29
"MV13-31" 1 LOW 12 "DIRECTORES" 70
"MV13-31" 1 LOW 13 "ENTRARAN" 30
"MV13-31" 1 LOW 14 "EN" 46
"MV13-31" 1 LOW 15 "LA" 70
"MV13-31" 1 LOW 16 "CLASE" 70
"MV13-31" 1 LOW 17 "de" 70
"MV13-31" 1 LOW 18 "MUSICA" 31
"MV13-31" 1 UNAMB 1 "EL" 23
"MV13-31" 1 UNAMB 2 "PROFESOR" 27
"MV13-31" 1 UNAMB 3 "DIJO" 33
"MV13-31" 1 UNAMB 4 "QUE" 70
"MV13-31" 1 UNAMB 5 "LOS" 70
"MV13-31" 1 UNAMB 6 "ALUMNOS" 28
"MV13-31" 1 UNAMB 7 "SELEVANTARAN" 31
"MV13-31" 1 UNAMB 8 "DEL" 70
"MV13-31" 1 UNAMB 9 "ASIENTO" 30
"MV13-31" 1 UNAMB 10 "SI" 52
"MV13-31" 1 UNAMB 11 "LOS" 70
"MV13-31" 1 UNAMB 12 "DIRECTORES" 70
"MV13-31" 1 UNAMB 13 "ENTRABAN" 33
"MV13-31" 1 UNAMB 14 "EN" 33
"MV13-31" 1 UNAMB 15 "LA" 70
"MV13-31" 1 UNAMB 16 "CLASE" 34
"MV13-31" 1 UNAMB 17 "de" 31
"MV13-31" 1 UNAMB 18 "MUSICA" 70
"MV13-31" 2 HIGH 1 "EL" 70
"MV13-31" 2 HIGH 2 "PROFESOR" 32
"MV13-31" 2 HIGH 3 "DIJO" 33
"MV13-31" 2 HIGH 4 "QUE" 70
"MV13-31" 2 HIGH 5 "LOS" 70
"MV13-31" 2 HIGH 6 "ALUMNOS" 30
"MV13-31" 2 HIGH 7 "SELEVANTARAN" 70
"MV13-31" 2 HIGH 8 "DEL" 33
"MV13-31" 2 HIGH 9 "ASIENTO" 70
"MV13-31" 2 HIGH 10 "CUANDO" 20
"MV13-31" 2 HIGH 11 "LOS" 28
"MV13-31" 2 HIGH 12 "DIRECTORES" 30
"MV13-31" 2 HIGH 13 "ENTRARON" 70
"MV13-31" 2 HIGH 14 "EN" 33
"MV13-31" 2 HIGH 15 "LA" 29
"MV13-31" 2 HIGH 16 "CLASE" 70
"MV13-31" 2 HIGH 17 "de" 70
"MV13-31" 2 HIGH 18 "MUSICA" 32
"MV13-31" 2 LOW 1 "EL" 70
"MV13-31" 2 LOW 2 "PROFESOR" 29
"MV13-31" 2 LOW 3 "DIJO" 35
"MV13-31" 2 LOW 4 "QUE" 26
"MV13-31" 2 LOW 5 "LOS" 21
"MV13-31" 2 LOW 6 "ALUMNOS" 28
"MV13-31" 2 LOW 7 "SELEVANTARAN" 70
"MV13-31" 2 LOW 8 "DEL" 29
"MV13-31" 2 LOW 9 "ASIENTO" 70
"MV13-31" 2 LOW 10 "CUANDO" 20
"MV13-31" 2 LOW 11 "LOS" 70
"MV13-31" 2 LOW 12 "DIRECTORES" 70
"MV13-31" 2 LOW 13 "ENTRARAN" 33
"MV13-31" 2 LOW 14 "EN" 34
"MV13-31" 2 LOW 15 "LA" 70
"MV13-31" 2 LOW 16 "CLASE" 70
"MV13-31" 2 LOW 17 "de" 32
"MV13-31" 2 LOW 18 "MUSICA" 30
"MV13-31" 2 UNAMB 1 "EL" 23
"MV13-31" 2 UNAMB 2 "PROFESOR" 28
"MV13-31" 2 UNAMB 3 "DIJO" 33
"MV13-31" 2 UNAMB 4 "QUE" 70
"MV13-31" 2 UNAMB 5 "LOS" 23
"MV13-31" 2 UNAMB 6 "ALUMNOS" 29
"MV13-31" 2 UNAMB 7 "SELEVANTARAN" 27
"MV13-31" 2 UNAMB 8 "DEL" 70
"MV13-31" 2 UNAMB 9 "ASIENTO" 70
"MV13-31" 2 UNAMB 10 "SI" 59
"MV13-31" 2 UNAMB 11 "LOS" 70
"MV13-31" 2 UNAMB 12 "DIRECTORES" 33
"MV13-31" 2 UNAMB 13 "ENTRABAN" 70
"MV13-31" 2 UNAMB 14 "EN" 70
"MV13-31" 2 UNAMB 15 "LA" 29
"MV13-31" 2 UNAMB 16 "CLASE" 30
"MV13-31" 2 UNAMB 17 "de" 30
"MV13-31" 2 UNAMB 18 "MUSICA" 70
"MV13-31" 3 HIGH 1 "EL" 24
"MV13-31" 3 HIGH 2 "PROFESOR" 70
"MV13-31" 3 HIGH 3 "DIJO" 33
"MV13-31" 3 HIGH 4 "QUE" 70
"MV13-31" 3 HIGH 5 "LOS" 70
"MV13-31" 3 HIGH 6 "ALUMNOS" 34
"MV13-31" 3 HIGH 7 "SELEVANTARAN" 29
"MV13-31" 3 HIGH 8 "DEL" 31
"MV13-31" 3 HIGH 9 "ASIENTO" 70
"MV13-31" 3 HIGH 10 "CUANDO" 20
"MV13-31" 3 HIGH 11 "LOS" 26
"MV13-31" 3 HIGH 12 "DIRECTORES" 70
"MV13-31" 3 HIGH 13 "ENTRARON" 33
"MV13-31" 3 HIGH 14 "EN" 70
"MV13-31" 3 HIGH 15 "LA" 26
"MV13-31" 3 HIGH 16 "CLASE" 29
"MV13-31" 3 HIGH 17 "de" 33
"MV13-31" 3 HIGH 18 "MUSICA" 30
"MV13-31" 3 LOW 1 "EL" 24
"MV13-31" 3 LOW 2 "PROFESOR" 27
"MV13-31" 3 LOW 3 "DIJO" 32
"MV13-31" 3 LOW 4 "QUE" 27
"MV13-31" 3 LOW 5 "LOS" 22
"MV13-31" 3 LOW 6 "ALUMNOS" 29
"MV13-31" 3 LOW 7 "SELEVANTARAN" 28
"MV13-31" 3 LOW 8 "DEL" 32
"MV13-31" 3 LOW 9 "ASIENTO" 70
"MV13-31" 3 LOW 10 "CUANDO" 20
"MV13-31" 3 LOW 10 "CUANDO" 108
"MV13-31" 3 LOW 11 "LOS" 23
"MV13-31" 3 LOW 12 "DIRECTORES" 70
"MV13-31" 3 LOW 13 "ENTRARAN" 32
"MV13-31" 3 LOW 14 "EN" 28
"MV13-31" 3 LOW 15 "LA" 27
"MV13-31" 3 LOW 16 "CLASE" 40
"MV13-31" 3 LOW 17 "de" 70
"MV13-31" 3 LOW 18 "MUSICA" 29
"MV13-31" 3 UNAMB 1 "EL" 70
"MV13-31" 3 UNAMB 2 "PROFESOR" 28
"MV13-31" 3 UNAMB 3 "DIJO" 32
"MV13-31" 3 UNAMB 4 "QUE" 70
"MV13-31" 3 UNAMB 5 "LOS" 22
"MV13-31" 3 UNAMB 6 "ALUMNOS" 29
"MV13-31" 3 UNAMB 7 "SELEVANTARAN" 26
"MV13-31" 3 UNAMB 8 "DEL" 70
"MV13-31" 3 UNAMB 9 "ASIENTO" 27
"MV13-31" 3 UNAMB 10 "SI" 49
"MV13-31" 3 UNAMB 11 "LOS" 70
"MV13-31" 3 UNAMB 12 "DIRECTORES" 29
"MV13-31" 3 UNAMB 13 "ENTRABAN" 37
"MV13-31" 3 UNAMB 14 "EN" 32
"MV13-31" 3 UNAMB 15 "LA" 27
"MV13-31" 3 UNAMB 16 "CLASE" 70
"MV13-31" 3 UNAMB 17 "de" 70
"MV13-31" 3 UNAMB 18 "MUSICA" 70
"MV13-31" 4 HIGH 1 "EL" 23
"MV13-31" 4 HIGH 2 "PROFESOR" 27
"MV13-31" 4 HIGH 3 "DIJO" 38
"MV13-31" 4 HIGH 4 "QUE" 70
"MV13-31" 4 HIGH 5 "LOS" 23
"MV13-31" 4 HIGH 6 "ALUMNOS" 30
"MV13-31" 4 HIGH 7 "SELEVANTARAN" 35
"MV13-31" 4 HIGH 8 "DEL" 30
"MV13-31" 4 HIGH 9 "ASIENTO" 70
"MV13-31" 4 HIGH 10 "CUANDO" 20
"MV13-31" 4 HIGH 11 "LOS" 27
"MV13-31" 4 HIGH 12 "DIRECTORES" 28
"MV13-31" 4 HIGH 13 "ENTRARON" 33
"MV13-31" 4 HIGH 14 "EN" 70
"MV13-31" 4 HIGH 15 "LA" 30
"MV13-31" 4 HIGH 16 "CLASE" 70
"MV13-31" 4 HIGH 17 "de" 34
"MV13-31" 4 HIGH 18 "MUSICA" 70
"MV13-31" 4 LOW 1 "EL" 23
"MV13-31" 4 LOW 2 "PROFESOR" 70
"MV13-31" 4 LOW 3 "DIJO" 34
"MV13-31" 4 LOW 4 "QUE" 28
"MV13-31" 4 LOW 5 "LOS" 70
"MV13-31" 4 LOW 6 "ALUMNOS" 70
"MV13-31" 4 LOW 7 "SELEVANTARAN" 39
"MV13-31" 4 LOW 8 "DEL" 70
"MV13-31" 4 LOW 9 "ASIENTO" 70
"MV13-31" 4 LOW 10 "CUANDO" 20
"MV13-31" 4 LOW 11 "LOS" 26
"MV13-31" 4 LOW 12 "DIRECTORES" 31
"MV13-31" 4 LOW 13 "ENTRARAN" 32
"MV13-31" 4 LOW 14 "EN" 30
"MV13-31" 4 LOW 15 "LA" 27
"MV13-31" 4 LOW 16 "CLASE" 70
"MV13-31" 4 LOW 17 "de" 33
"MV13-31" 4 LOW 18 "MUSICA" 32
"MV13-31" 4 UNAMB 1 "EL" 70
"MV13-31" 4 UNAMB 2 "PROFESOR" 27
"MV13-31" 4 UNAMB 3 "DIJO" 70
"MV13-31" 4 UNAMB 4 "QUE" 74
"MV13-31" 4 UNAMB 5 "LOS" 22
"MV13-31" 4 UNAMB 6 "ALUMNOS" 27
"MV13-31" 4 UNAMB 7 "SELEVANTARAN" 34
"MV13-31" 4 UNAMB 8 "DEL" 70
"MV13-31" 4 UNAMB 9 "ASIENTO" 26
"MV13-31" 4 UNAMB 10 "SI" 49
"MV13-31" 4 UNAMB 11 "LOS" 70
"MV13-31" 4 UNAMB 12 "DIRECTORES" 70
"MV13-31" 4 UNAMB 13 "ENTRABAN" 34
"MV13-31" 4 UNAMB 14 "EN" 41
"MV13-31" 4 UNAMB 15 "LA" 70
"MV13-31" 4 UNAMB 16 "CLASE" 70
"MV13-31" 4 UNAMB 17 "de" 70
"MV13-31" 4 UNAMB 18 "MUSICA" 70
"MV13-31" 5 HIGH 1 "EL" 70
"MV13-31" 5 HIGH 2 "PROFESOR" 28
"MV13-31" 5 HIGH 3 "DIJO" 36
"MV13-31" 5 HIGH 4 "QUE" 70
"MV13-31" 5 HIGH 5 "LOS" 22
"MV13-31" 5 HIGH 6 "ALUMNOS" 70
"MV13-31" 5 HIGH 7 "SELEVANTARAN" 30
"MV13-31" 5 HIGH 8 "DEL" 30
"MV13-31" 5 HIGH 9 "ASIENTO" 29
"MV13-31" 5 HIGH 10 "CUANDO" 20
"MV13-31" 5 HIGH 11 "LOS" 70
"MV13-31" 5 HIGH 12 "DIRECTORES" 29
"MV13-31" 5 HIGH 13 "ENTRARON" 70
"MV13-31" 5 HIGH 14 "EN" 70
"MV13-31" 5 HIGH 15 "LA" 31
"MV13-31" 5 HIGH 16 "CLASE" 70
"MV13-31" 5 HIGH 17 "de" 70
"MV13-31" 5 HIGH 18 "MUSICA" 33
"MV13-31" 5 LOW 1 "EL" 23
"MV13-31" 5 LOW 2 "PROFESOR" 30
"MV13-31" 5 LOW 3 "DIJO" 35
"MV13-31" 5 LOW 4 "QUE" 70
"MV13-31" 5 LOW 5 "LOS" 22
"MV13-31" 5 LOW 6 "ALUMNOS" 76
"MV13-31" 5 LOW 7 "SELEVANTARAN" 27
"MV13-31" 5 LOW 8 "DEL" 33
"MV13-31" 5 LOW 9 "ASIENTO" 70
"MV13-31" 5 LOW 10 "CUANDO" 70
"MV13-31" 5 LOW 10 "CUANDO" 132
"MV13-31" 5 LOW 11 "LOS" 70
"MV13-31" 5 LOW 12 "DIRECTORES" 30
"MV13-31" 5 LOW 13 "ENTRARAN" 39
"MV13-31" 5 LOW 14 "EN" 31
"MV13-31" 5 LOW 15 "LA" 28
"MV13-31" 5 LOW 16 "CLASE" 29
"MV13-31" 5 LOW 17 "de" 70
"MV13-31" 5 LOW 18 "MUSICA" 34
"MV13-31" 5 UNAMB 1 "EL" 70
"MV13-31" 5 UNAMB 2 "PROFESOR" 70
"MV13-31" 5 UNAMB 3 "DIJO" 70
"MV13-31" 5 UNAMB 4 "QUE" 26
"MV13-31" 5 UNAMB 5 "LOS" 70
"MV13-31" 5 UNAMB 6 "ALUMNOS" 70
"MV13-31" 5 UNAMB 7 "SELEVANTARAN" 31
"MV13-31" 5 UNAMB 8 "DEL" 70
"MV13-31" 5 UNAMB 9 "ASIENTO" 30
"MV13-31" 5 UNAMB 10 "SI" 65
"MV13-31" 5 UNAMB 11 "LOS" 70
"MV13-31" 5 UNAMB 12 "DIRECTORES" 70
"MV13-31" 5 UNAMB 13 "ENTRABAN" 33
"MV13-31" 5 UNAMB 14 "EN" 70
"MV13-31" 5 UNAMB 15 "LA" 25
"MV13-31" 5 UNAMB 16 "CLASE" 29
"MV13-31" 5 UNAMB 17 "de" 38
"MV13-31" 5 UNAMB 18 "MUSICA" 70
"MV13-31" 6 HIGH 1 "EL" 70
"MV13-31" 6 HIGH 2 "PROFESOR" 70
"MV13-31" 6 HIGH 3 "DIJO" 38
"MV13-31" 6 HIGH 4 "QUE" 28
"MV13-31" 6 HIGH 5 "LOS" 27
"MV13-31" 6 HIGH 6 "ALUMNOS" 33
"MV13-31" 6 HIGH 7 "SELEVANTARAN" 37
"MV13-31" 6 HIGH 8 "DEL" 70
"MV13-31" 6 HIGH 9 "ASIENTO" 25
"MV13-31" 6 HIGH 10 "CUANDO" 20
"MV13-31" 6 HIGH 11 "LOS" 70
"MV13-31" 6 HIGH 12 "DIRECTORES" 70
"MV13-31" 6 HIGH 13 "ENTRARON" 35
"MV13-31" 6 HIGH 14 "EN" 34
"MV13-31" 6 HIGH 15 "LA" 29
"MV13-31" 6 HIGH 16 "CLASE" 29
"MV13-31" 6 HIGH 17 "de" 34
"MV13-31" 6 HIGH 18 "MUSICA" 70
"MV13-31" 6 LOW 1 "EL" 70
"MV13-31" 6 LOW 2 "PROFESOR" 24
"MV13-31" 6 LOW 3 "DIJO" 35
"MV13-31" 6 LOW 4 "QUE" 70
"MV13-31" 6 LOW 5 "LOS" 22
"MV13-31" 6 LOW 6 "ALUMNOS" 28
"MV13-31" 6 LOW 7 "SELEVANTARAN" 30
"MV13-31" 6 LOW 8 "DEL" 29
"MV13-31" 6 LOW 9 "ASIENTO" 70
"MV13-31" 6 LOW 10 "CUANDO" 20
"MV13-31" 6 LOW 11 "LOS" 26
"MV13-31" 6 LOW 12 "DIRECTORES" 70
"MV13-31" 6 LOW 13 "ENTRARAN" 29
"MV13-31" 6 LOW 14 "EN" 32
"MV13-31" 6 LOW 15 "LA" 31
"MV13-31" 6 LOW 16 "CLASE" 70
"MV13-31" 6 LOW 17 "de" 70
"MV13-31" 6 LOW 18 "MUSICA" 29
"MV13-31" 6 UNAMB 1 "EL" 23
"MV13-31" 6 UNAMB 2 "PROFESOR" 29
"MV13-31" 6 UNAMB 3 "DIJO" 70
"MV13-31" 6 UNAMB 4 "QUE" 26
"MV13-31" 6 UNAMB 5 "LOS" 24
"MV13-31" 6 UNAMB 6 "ALUMNOS" 28
"MV13-31" 6 UNAMB 7 "SELEVANTARAN" 70
"MV13-31" 6 UNAMB 8 "DEL" 32
"MV13-31" 6 UNAMB 9 "ASIENTO" 26
"MV13-31" 6 UNAMB 10 "SI" 52
"MV13-31" 6 UNAMB 11 "LOS" 23
"MV13-31" 6 UNAMB 12 "DIRECTORES" 70
"MV13-31" 6 UNAMB 13 "ENTRABAN" 26
"MV13-31" 6 UNAMB 14 "EN" 30
"MV13-31" 6 UNAMB 15 "LA" 29
"MV13-31" 6 UNAMB 16 "CLASE" 35
"MV13-31" 6 UNAMB 17 "de" 29
"MV13-31" 6 UNAMB 18 "MUSICA" 70
"MV13-31" 7 HIGH 1 "EL" 23
"MV13-31" 7 HIGH 2 "PROFESOR" 70
"MV13-31" 7 HIGH 3 "DIJO" 70
"MV13-31" 7 HIGH 4 "QUE" 70
"MV13-31" 7 HIGH 5 "LOS" 22
"MV13-31" 7 HIGH 6 "ALUMNOS" 70
"MV13-31" 7 HIGH 7 "SELEVANTARAN" 70
"MV13-31" 7 HIGH 8 "DEL" 31
"MV13-31" 7 HIGH 9 "ASIENTO" 25
"MV13-31" 7 HIGH 10 "CUANDO" 20
"MV13-31" 7 HIGH 11 "LOS" 70
"MV13-31" 7 HIGH 12 "DIRECTORES" 32
"MV13-31" 7 HIGH 13 "ENTRARON" 70
"MV13-31" 7 HIGH 14 "EN" 32
"MV13-31" 7 HIGH 15 "LA" 70
"MV13-31" 7 HIGH 16 "CLASE" 29
"MV13-31" 7 HIGH 17 "de" 31
"MV13-31" 7 HIGH 18 "MUSICA" 70
"MV13-31" 7 LOW 1 "EL" 70
"MV13-31" 7 LOW 2 "PROFESOR" 70
"MV13-31" 7 LOW 3 "DIJO" 35
"MV13-31" 7 LOW 4 "QUE" 27
"MV13-31" 7 LOW 5 "LOS" 70
"MV13-31" 7 LOW 6 "ALUMNOS" 29
"MV13-31" 7 LOW 7 "SELEVANTARAN" 32
"MV13-31" 7 LOW 8 "DEL" 32
"MV13-31" 7 LOW 9 "ASIENTO" 70
"MV13-31" 7 LOW 10 "CUANDO" 70
"MV13-31" 7 LOW 11 "LOS" 70
"MV13-31" 7 LOW 12 "DIRECTORES" 70
"MV13-31" 7 LOW 13 "ENTRARAN" 40
"MV13-31" 7 LOW 14 "EN" 34
"MV13-31" 7 LOW 15 "LA" 70
"MV13-31" 7 LOW 16 "CLASE" 70
"MV13-31" 7 LOW 17 "de" 70
"MV13-31" 7 LOW 18 "MUSICA" 27
"MV13-31" 7 UNAMB 1 "EL" 24
"MV13-31" 7 UNAMB 2 "PROFESOR" 27
"MV13-31" 7 UNAMB 3 "DIJO" 35
"MV13-31" 7 UNAMB 4 "QUE" 70
"MV13-31" 7 UNAMB 5 "LOS" 22
"MV13-31" 7 UNAMB 6 "ALUMNOS" 35
"MV13-31" 7 UNAMB 7 "SELEVANTARAN" 34
"MV13-31" 7 UNAMB 8 "DEL" 30
"MV13-31" 7 UNAMB 9 "ASIENTO" 70
"MV13-31" 7 UNAMB 10 "SI" 99
"MV13-31" 7 UNAMB 11 "LOS" 28
"MV13-31" 7 UNAMB 12 "DIRECTORES" 29
"MV13-31" 7 UNAMB 13 "ENTRABAN" 34
"MV13-31" 7 UNAMB 14 "EN" 31
"MV13-31" 7 UNAMB 15 "LA" 28
"MV13-31" 7 UNAMB 16 "CLASE" 70
"MV13-31" 7 UNAMB 17 "de" 70
"MV13-31" 7 UNAMB 18 "MUSICA" 70
"MV13-31" 8 HIGH 1 "EL" 70
"MV13-31" 8 HIGH 2 "PROFESOR" 25
"MV13-31" 8 HIGH 3 "DIJO" 35
"MV13-31" 8 HIGH 4 "QUE" 31
"MV13-31" 8 HIGH 5 "LOS" 22
"MV13-31" 8 HIGH 6 "ALUMNOS" 70
"MV13-31" 8 HIGH 7 "SELEVANTARAN" 40
"MV13-31" 8 HIGH 8 "DEL" 70
"MV13-31" 8 HIGH 9 "ASIENTO" 30
"MV13-31" 8 HIGH 10 "CUANDO" 20
"MV13-31" 8 HIGH 11 "LOS" 27
"MV13-31" 8 HIGH 12 "DIRECTORES" 34
"MV13-31" 8 HIGH 13 "ENTRARON" 34
"MV13-31" 8 HIGH 14 "EN" 32
"MV13-31" 8 HIGH 15 "LA" 28
"MV13-31" 8 HIGH 16 "CLASE" 70
"MV13-31" 8 HIGH 17 "de" 29
"MV13-31" 8 HIGH 18 "MUSICA" 27
"MV13-31" 8 LOW 1 "EL" 22
"MV13-31" 8 LOW 2 "PROFESOR" 28
"MV13-31" 8 LOW 3 "DIJO" 31
"MV13-31" 8 LOW 4 "QUE" 26
"MV13-31" 8 LOW 5 "LOS" 70
"MV13-31" 8 LOW 6 "ALUMNOS" 27
"MV13-31" 8 LOW 7 "SELEVANTARAN" 70
"MV13-31" 8 LOW 8 "DEL" 31
"MV13-31" 8 LOW 9 "ASIENTO" 30
"MV13-31" 8 LOW 10 "CUANDO" 70
"MV13-31" 8 LOW 11 "LOS" 23
"MV13-31" 8 LOW 12 "DIRECTORES" 29
"MV13-31" 8 LOW 13 "ENTRARAN" 38
"MV13-31" 8 LOW 14 "EN" 70
"MV13-31" 8 LOW 15 "LA" 70
"MV13-31" 8 LOW 16 "CLASE" 70
"MV13-31" 8 LOW 17 "de" 25
"MV13-31" 8 LOW 18 "MUSICA" 31
"MV13-31" 8 UNAMB 1 "EL" 70
"MV13-31" 8 UNAMB 2 "PROFESOR" 70
"MV13-31" 8 UNAMB 3 "DIJO" 70
"MV13-31" 8 UNAMB 4 "QUE" 25
"MV13-31" 8 UNAMB 5 "LOS" 70
"MV13-31" 8 UNAMB 6 "ALUMNOS" 29
"MV13-31" 8 UNAMB 7 "SELEVANTARAN" 30
"MV13-31" 8 UNAMB 8 "DEL" 70
"MV13-31" 8 UNAMB 9 "ASIENTO" 25
"MV13-31" 8 UNAMB 10 "SI" 49
"MV13-31" 8 UNAMB 11 "LOS" 26
"MV13-31" 8 UNAMB 12 "DIRECTORES" 28
"MV13-31" 8 UNAMB 13 "ENTRABAN" 70
"MV13-31" 8 UNAMB 14 "EN" 70
"MV13-31" 8 UNAMB 15 "LA" 70
"MV13-31" 8 UNAMB 16 "CLASE" 31
"MV13-31" 8 UNAMB 17 "de" 70
"MV13-31" 8 UNAMB 18 "MUSICA" 70
"MV13-31" 9 HIGH 1 "EL" 23
"MV13-31" 9 HIGH 2 "PROFESOR" 28
"MV13-31" 9 HIGH 3 "DIJO" 34
"MV13-31" 9 HIGH 4 "QUE" 70
"MV13-31" 9 HIGH 5 "LOS" 70
"MV13-31" 9 HIGH 6 "ALUMNOS" 70
"MV13-31" 9 HIGH 7 "SELEVANTARAN" 35
"MV13-31" 9 HIGH 8 "DEL" 24
"MV13-31" 9 HIGH 9 "ASIENTO" 29
"MV13-31" 9 HIGH 10 "CUANDO" 20
"MV13-31" 9 HIGH 11 "LOS" 70
"MV13-31" 9 HIGH 12 "DIRECTORES" 70
"MV13-31" 9 HIGH 13 "ENTRARON" 30
"MV13-31" 9 HIGH 14 "EN" 29
"MV13-31" 9 HIGH 15 "LA" 70
"MV13-31" 9 HIGH 16 "CLASE" 27
"MV13-31" 9 HIGH 17 "de" 30
"MV13-31" 9 HIGH 18 "MUSICA" 30
"MV13-31" 9 LOW 1 "EL" 70
"MV13-31" 9 LOW 2 "PROFESOR" 26
"MV13-31" 9 LOW 3 "DIJO" 26
"MV13-31" 9 LOW 4 "QUE" 70
"MV13-31" 9 LOW 5 "LOS" 70
"MV13-31" 9 LOW 6 "ALUMNOS" 26
"MV13-31" 9 LOW 7 "SELEVANTARAN" 86
"MV13-31" 9 LOW 8 "DEL" 36
"MV13-31" 9 LOW 9 "ASIENTO" 26
"MV13-31" 9 LOW 10 "CUANDO" 20
"MV13-31" 9 LOW 11 "LOS" 26
"MV13-31" 9 LOW 12 "DIRECTORES" 29
"MV13-31" 9 LOW 13 "ENTRARAN" 30
"MV13-31" 9 LOW 14 "EN" 35
"MV13-31" 9 LOW 15 "LA" 27
"MV13-31" 9 LOW 16 "CLASE" 70
"MV13-31" 9 LOW 17 "de" 33
"MV13-31" 9 LOW 18 "MUSICA" 31
"MV13-31" 9 UNAMB 1 "EL" 22
"MV13-31" 9 UNAMB 2 "PROFESOR" 27
"MV13-31" 9 UNAMB 3 "DIJO" 28
"MV13-31" 9 UNAMB 4 "QUE" 27
"MV13-31" 9 UNAMB 5 "LOS" 70
"MV13-31" 9 UNAMB 6 "ALUMNOS" 26
"MV13-31" 9 UNAMB 7 "SELEVANTARAN" 29
"MV13-31" 9 UNAMB 8 "DEL" 70
"MV13-31" 9 UNAMB 9 "ASIENTO" 25
"MV13-31" 9 UNAMB 10 "SI" 48
"MV13-31" 9 UNAMB 11 "LOS" 23
"MV13-31" 9 UNAMB 12 "DIRECTORES" 35
"MV13-31" 9 UNAMB 13 "ENTRABAN" 32
"MV13-31" 9 UNAMB 14 "EN" 70
"MV13-31" 9 UNAMB 15 "LA" 28
"MV13-31" 9 UNAMB 16 "CLASE" 70
"MV13-31" 9 UNAMB 17 "de" 70
"MV13-31" 9 UNAMB 18 "MUSICA" 70
"MV13-31" 10 HIGH 1 "EL" 70
"MV13-31" 10 HIGH 2 "PROFESOR" 27
"MV13-31" 10 HIGH 3 "DIJO" 46
"MV13-31" 10 HIGH 4 "QUE" 27
"MV13-31" 10 HIGH 5 "LOS" 22
"MV13-31" 10 HIGH 6 "ALUMNOS" 32
"MV13-31" 10 HIGH 7 "SELEVANTARAN" 70
"MV13-31" 10 HIGH 8 "DEL" 70
"MV13-31" 10 HIGH 9 "ASIENTO" 30
"MV13-31" 10 HIGH 10 "CUANDO" 20
"MV13-31" 10 HIGH 11 "LOS" 70
"MV13-31" 10 HIGH 12 "DIRECTORES" 34
"MV13-31" 10 HIGH 13 "ENTRARON" 38
"MV13-31" 10 HIGH 14 "EN" 70
"MV13-31" 10 HIGH 15 "LA" 24
"MV13-31" 10 HIGH 16 "CLASE" 70
"MV13-31" 10 HIGH 17 "de" 35
"MV13-31" 10 HIGH 18 "MUSICA" 28
"MV13-31" 10 LOW 1 "EL" 70
"MV13-31" 10 LOW 2 "PROFESOR" 70
"MV13-31" 10 LOW 3 "DIJO" 32
"MV13-31" 10 LOW 4 "QUE" 24
"MV13-31" 10 LOW 5 "LOS" 27
"MV13-31" 10 LOW 6 "ALUMNOS" 29
"MV13-31" 10 LOW 7 "SELEVANTARAN" 39
"MV13-31" 10 LOW 8 "DEL" 31
"MV13-31" 10 LOW 9 "ASIENTO" 70
"MV13-31" 10 LOW 10 "CUANDO" 20
"MV13-31" 10 LOW 11 "LOS" 29
"MV13-31" 10 LOW 12 "DIRECTORES" 27
"MV13-31" 10 LOW 13 "ENTRARAN" 31
"MV13-31" 10 LOW 14 "EN" 31
"MV13-31" 10 LOW 15 "LA" 28
"MV13-31" 10 LOW 16 "CLASE" 31
"MV13-31" 10 LOW 17 "de" 35
"MV13-31" 10 LOW 18 "MUSICA" 70
"MV13-31" 10 UNAMB 1 "EL" 70
"MV13-31" 10 UNAMB 2 "PROFESOR" 70
"MV13-31" 10 UNAMB 3 "DIJO" 38
"MV13-31" 10 UNAMB 4 "QUE" 70
"MV13-31" 10 UNAMB 5 "LOS" 70
"MV13-31" 10 UNAMB 6 "ALUMNOS" 29
"MV13-31" 10 UNAMB 7 "SELEVANTARAN" 32
"MV13-31" 10 UNAMB 8 "DEL" 26
"MV13-31" 10 UNAMB 9 "ASIENTO" 27
"MV13-31" 10 UNAMB 10 "SI" 42
"MV13-31" 10 UNAMB 11 "LOS" 70
