experiment simulation item wn word attachtime
"MV13-14" 13 HIGH 16 "CLASE" 30
"MV13-14" 13 HIGH 17 "de" 70
"MV13-14" 13 HIGH 18 "MUSICA" 27
"MV13-14" 13 LOW 1 "EL" 70
"MV13-14" 13 LOW 2 "PROFESOR" 24
"MV13-14" 13 LOW 3 "DIJO" 30
"MV13-14" 13 LOW 4 "QUE" 32
"MV13-14" 13 LOW 5 "LOS" 70
"MV13-14" 13 LOW 6 "ALUMNOS" 28
"MV13-14" 13 LOW 7 "SELEVANTARAN" 30
"MV13-14" 13 LOW 8 "DEL" 70
"MV13-14" 13 LOW 9 "ASIENTO" 26
"MV13-14" 13 LOW 10 "CUANDO" 20
"MV13-14" 13 LOW 10 "CUANDO" 72
"MV13-14" 13 LOW 11 "LOS" 24
"MV13-14" 13 LOW 12 "DIRECTORES" 29
"MV13-14" 13 LOW 13 "ENTRARAN" 33
"MV13-14" 13 LOW 14 "EN" 34
"MV13-14" 13 LOW 15 "LA" 27
"MV13-14" 13 LOW 16 "CLASE" 24
"MV13-14" 13 LOW 17 "de" 27
"MV13-14" 13 LOW 18 "MUSICA" 70
"MV13-14" 13 UNAMB 1 "EL" 70
"MV13-14" 13 UNAMB 2 "PROFESOR" 70
"MV13-14" 13 UNAMB 3 "DIJO" 70
"MV13-14" 13 UNAMB 4 "QUE" 70
"MV13-14" 13 UNAMB 5 "LOS" 70
"MV13-14" 13 UNAMB 6 "ALUMNOS" 70
"MV13-14" 13 UNAMB 7 "SELEVANTARAN" 34
"MV13-14" 13 UNAMB 8 "DEL" 27
"MV13-14" 13 UNAMB 9 "ASIENTO" 23
"MV13-14" 13 UNAMB 10 "SI" 51
"MV13-14" 13 UNAMB 11 "LOS" 70
"MV13-14" 13 UNAMB 12 "DIRECTORES" 27
"MV13-14" 13 UNAMB 13 "ENTRABAN" 38
"MV13-14" 13 UNAMB 14 "EN" 70
"MV13-14" 13 UNAMB 15 "LA" 70
"MV13-14" 13 UNAMB 16 "CLASE" 34
"MV13-14" 13 UNAMB 17 "de" 38
"MV13-14" 13 UNAMB 18 "MUSICA" 27
"MV13-14" 14 HIGH 1 "EL" 70
"MV13-14" 14 HIGH 2 "PROFESOR" 25
"MV13-14" 14 HIGH 3 "DIJO" 70
"MV13-14" 14 HIGH 4 "QUE" 70
"MV13-14" 14 HIGH 5 "LOS" 70
"MV13-14" 14 HIGH 6 "ALUMNOS" 28
"MV13-14" 14 HIGH 7 "SELEVANTARAN" 82
"MV13-14" 14 HIGH 8 "DEL" 28
"MV13-14" 14 HIGH 9 "ASIENTO" 25
"MV13-14" 14 HIGH 10 "CUANDO" 20
"MV13-14" 14 HIGH 10 "CUANDO" 73
"MV13-14" 14 HIGH 11 "LOS" 70
"MV13-14" 14 HIGH 12 "DIRECTORES" 27
"MV13-14" 14 HIGH 13 "ENTRARON" 150
"MV13-14" 14 HIGH 14 "EN" 70
"MV13-14" 14 HIGH 15 "LA" 29
"MV13-14" 14 HIGH 16 "CLASE" 70
"MV13-14" 14 HIGH 17 "de" 70
"MV13-14" 14 HIGH 18 "MUSICA" 28
"MV13-14" 14 LOW 1 "EL" 21
"MV13-14" 14 LOW 2 "PROFESOR" 28
"MV13-14" 14 LOW 3 "DIJO" 30
"MV13-14" 14 LOW 4 "QUE" 70
"MV13-14" 14 LOW 5 "LOS" 22
"MV13-14" 14 LOW 6 "ALUMNOS" 70
"MV13-14" 14 LOW 7 "SELEVANTARAN" 28
"MV13-14" 14 LOW 8 "DEL" 37
"MV13-14" 14 LOW 9 "ASIENTO" 29
"MV13-14" 14 LOW 10 "CUANDO" 20
"MV13-14" 14 LOW 11 "LOS" 24
"MV13-14" 14 LOW 12 "DIRECTORES" 35
"MV13-14" 14 LOW 13 "ENTRARAN" 70
"MV13-14" 14 LOW 14 "EN" 29
"MV13-14" 14 LOW 15 "LA" 28
"MV13-14" 14 LOW 16 "CLASE" 70
"MV13-14" 14 LOW 17 "de" 32
"MV13-14" 14 LOW 18 "MUSICA" 28
"MV13-14" 14 UNAMB 1 "EL" 70
"MV13-14" 14 UNAMB 2 "PROFESOR" 70
"MV13-14" 14 UNAMB 3 "DIJO" 35
"MV13-14" 14 UNAMB 4 "QUE" 26
"MV13-14" 14 UNAMB 5 "LOS" 24
"MV13-14" 14 UNAMB 6 "ALUMNOS" 25
"MV13-14" 14 UNAMB 7 "SELEVANTARAN" 25
"MV13-14" 14 UNAMB 8 "DEL" 26
"MV13-14" 14 UNAMB 9 "ASIENTO" 30
"MV13-14" 14 UNAMB 10 "SI" 46
"MV13-14" 14 UNAMB 11 "LOS" 28
"MV13-14" 14 UNAMB 12 "DIRECTORES" 70
"MV13-14" 14 UNAMB 13 "ENTRABAN" 31
"MV13-14" 14 UNAMB 14 "EN" 70
"MV13-14" 14 UNAMB 15 "LA" 24
"MV13-14" 14 UNAMB 16 "CLASE" 70
"MV13-14" 14 UNAMB 17 "de" 30
"MV13-14" 14 UNAMB 18 "MUSICA" 70
"MV13-14" 15 HIGH 1 "EL" 22
"MV13-14" 15 HIGH 2 "PROFESOR" 70
"MV13-14" 15 HIGH 3 "DIJO" 33
"MV13-14" 15 HIGH 4 "QUE" 70
"MV13-14" 15 HIGH 5 "LOS" 21
"MV13-14" 15 HIGH 6 "ALUMNOS" 70
"MV13-14" 15 HIGH 7 "SELEVANTARAN" 33
"MV13-14" 15 HIGH 8 "DEL" 28
"MV13-14" 15 HIGH 9 "ASIENTO" 70
"MV13-14" 15 HIGH 10 "CUANDO" 20
"MV13-14" 15 HIGH 10 "CUANDO" 115
"MV13-14" 15 HIGH 11 "LOS" 27
"MV13-14" 15 HIGH 12 "DIRECTORES" 26
"MV13-14" 15 HIGH 13 "ENTRARON" 180
"MV13-14" 15 HIGH 14 "EN" 31
"MV13-14" 15 HIGH 15 "LA" 70
"MV13-14" 15 HIGH 16 "CLASE" 70
"MV13-14" 15 HIGH 17 "de" 70
"MV13-14" 15 HIGH 18 "MUSICA" 27
"MV13-14" 15 LOW 1 "EL" 22
"MV13-14" 15 LOW 2 "PROFESOR" 70
"MV13-14" 15 LOW 3 "DIJO" 70
"MV13-14" 15 LOW 4 "QUE" 70
"MV13-14" 15 LOW 5 "LOS" 21
"MV13-14" 15 LOW 6 "ALUMNOS" 29
"MV13-14" 15 LOW 7 "SELEVANTARAN" 70
"MV13-14" 15 LOW 8 "DEL" 70
"MV13-14" 15 LOW 9 "ASIENTO" 70
"MV13-14" 15 LOW 10 "CUANDO" 20
"MV13-14" 15 LOW 11 "LOS" 26
"MV13-14" 15 LOW 12 "DIRECTORES" 27
"MV13-14" 15 LOW 13 "ENTRARAN" 70
"MV13-14" 15 LOW 14 "EN" 27
"MV13-14" 15 LOW 15 "LA" 70
"MV13-14" 15 LOW 16 "CLASE" 35
"MV13-14" 15 LOW 17 "de" 70
"MV13-14" 15 LOW 18 "MUSICA" 27
"MV13-14" 15 UNAMB 1 "EL" 22
"MV13-14" 15 UNAMB 2 "PROFESOR" 25
"MV13-14" 15 UNAMB 3 "DIJO" 30
"MV13-14" 15 UNAMB 4 "QUE" 28
"MV13-14" 15 UNAMB 5 "LOS" 70
"MV13-14" 15 UNAMB 6 "ALUMNOS" 28
"MV13-14" 15 UNAMB 7 "SELEVANTARAN" 28
"MV13-14" 15 UNAMB 8 "DEL" 28
"MV13-14" 15 UNAMB 9 "ASIENTO" 25
"MV13-14" 15 UNAMB 10 "SI" 48
"MV13-14" 15 UNAMB 11 "LOS" 24
"MV13-14" 15 UNAMB 12 "DIRECTORES" 28
"MV13-14" 15 UNAMB 13 "ENTRABAN" 33
"MV13-14" 15 UNAMB 14 "EN" 29
"MV13-14" 15 UNAMB 15 "LA" 27
"MV13-14" 15 UNAMB 16 "CLASE" 70
"MV13-14" 15 UNAMB 17 "de" 28
"MV13-14" 15 UNAMB 18 "MUSICA" 26
"MV13-15" 1 HIGH 1 "EL" 70
"MV13-15" 1 HIGH 2 "PROFESOR" 26
"MV13-15" 1 HIGH 3 "DIJO" 38
"MV13-15" 1 HIGH 4 "QUE" 31
"MV13-15" 1 HIGH 5 "LOS" 70
"MV13-15" 1 HIGH 6 "ALUMNOS" 70
"MV13-15" 1 HIGH 7 "SELEVANTARAN" 70
"MV13-15" 1 HIGH 8 "DEL" 70
"MV13-15" 1 HIGH 9 "ASIENTO" 28
"MV13-15" 1 HIGH 10 "CUANDO" 20
"MV13-15" 1 HIGH 11 "LOS" 28
"MV13-15" 1 HIGH 12 "DIRECTORES" 32
"MV13-15" 1 HIGH 13 "ENTRARON" 70
"MV13-15" 1 HIGH 14 "EN" 32
"MV13-15" 1 HIGH 15 "LA" 37
"MV13-15" 1 HIGH 16 "CLASE" 32
"MV13-15" 1 HIGH 17 "de" 70
"MV13-15" 1 HIGH 18 "MUSICA" 70
"MV13-15" 1 LOW 1 "EL" 70
"MV13-15" 1 LOW 2 "PROFESOR" 27
"MV13-15" 1 LOW 3 "DIJO" 34
"MV13-15" 1 LOW 4 "QUE" 70
"MV13-15" 1 LOW 5 "LOS" 25
"MV13-15" 1 LOW 6 "ALUMNOS" 70
"MV13-15" 1 LOW 7 "SELEVANTARAN" 70
"MV13-15" 1 LOW 8 "DEL" 70
"MV13-15" 1 LOW 9 "ASIENTO" 33
"MV13-15" 1 LOW 10 "CUANDO" 20
"MV13-15" 1 LOW 11 "LOS" 70
"MV13-15" 1 LOW 12 "DIRECTORES" 32
"MV13-15" 1 LOW 13 "ENTRARAN" 36
"MV13-15" 1 LOW 14 "EN" 33
"MV13-15" 1 LOW 15 "LA" 70
"MV13-15" 1 LOW 16 "CLASE" 42
"MV13-15" 1 LOW 17 "de" 70
"MV13-15" 1 LOW 18 "MUSICA" 34
"MV13-15" 1 UNAMB 1 "EL" 24
"MV13-15" 1 UNAMB 2 "PROFESOR" 27
"MV13-15" 1 UNAMB 3 "DIJO" 70
"MV13-15" 1 UNAMB 4 "QUE" 30
"MV13-15" 1 UNAMB 5 "LOS" 70
"MV13-15" 1 UNAMB 6 "ALUMNOS" 28
"MV13-15" 1 UNAMB 7 "SELEVANTARAN" 37
"MV13-15" 1 UNAMB 8 "DEL" 70
"MV13-15" 1 UNAMB 9 "ASIENTO" 31
"MV13-15" 1 UNAMB 10 "SI" 49
"MV13-15" 1 UNAMB 11 "LOS" 70
"MV13-15" 1 UNAMB 12 "DIRECTORES" 70
"MV13-15" 1 UNAMB 13 "ENTRABAN" 37
"MV13-15" 1 UNAMB 14 "EN" 29
"MV13-15" 1 UNAMB 15 "LA" 31
"MV13-15" 1 UNAMB 16 "CLASE" 32
"MV13-15" 1 UNAMB 17 "de" 33
"MV13-15" 1 UNAMB 18 "MUSICA" 32
"MV13-15" 2 HIGH 1 "EL" 24
"MV13-15" 2 HIGH 2 "PROFESOR" 70
"MV13-15" 2 HIGH 3 "DIJO" 38
"MV13-15" 2 HIGH 4 "QUE" 29
"MV13-15" 2 HIGH 5 "LOS" 23
"MV13-15" 2 HIGH 6 "ALUMNOS" 70
"MV13-15" 2 HIGH 7 "SELEVANTARAN" 32
"MV13-15" 2 HIGH 8 "DEL" 70
"MV13-15" 2 HIGH 9 "ASIENTO" 70
"MV13-15" 2 HIGH 10 "CUANDO" 20
"MV13-15" 2 HIGH 11 "LOS" 24
"MV13-15" 2 HIGH 12 "DIRECTORES" 33
"MV13-15" 2 HIGH 13 "ENTRARON" 36
"MV13-15" 2 HIGH 14 "EN" 70
"MV13-15" 2 HIGH 15 "LA" 70
"MV13-15" 2 HIGH 16 "CLASE" 70
"MV13-15" 2 HIGH 17 "de" 33
"MV13-15" 2 HIGH 18 "MUSICA" 32
"MV13-15" 2 LOW 1 "EL" 70
"MV13-15" 2 LOW 2 "PROFESOR" 30
"MV13-15" 2 LOW 3 "DIJO" 42
"MV13-15" 2 LOW 4 "QUE" 70
"MV13-15" 2 LOW 5 "LOS" 28
"MV13-15" 2 LOW 6 "ALUMNOS" 29
"MV13-15" 2 LOW 7 "SELEVANTARAN" 32
"MV13-15" 2 LOW 8 "DEL" 70
"MV13-15" 2 LOW 9 "ASIENTO" 70
"MV13-15" 2 LOW 10 "CUANDO" 20
"MV13-15" 2 LOW 10 "CUANDO" 120
"MV13-15" 2 LOW 11 "LOS" 70
"MV13-15" 2 LOW 12 "DIRECTORES" 36
"MV13-15" 2 LOW 13 "ENTRARAN" 70
"MV13-15" 2 LOW 14 "EN" 31
"MV13-15" 2 LOW 15 "LA" 35
"MV13-15" 2 LOW 16 "CLASE" 33
"MV13-15" 2 LOW 17 "de" 70
"MV13-15" 2 LOW 18 "MUSICA" 27
"MV13-15" 2 UNAMB 1 "EL" 24
"MV13-15" 2 UNAMB 2 "PROFESOR" 30
"MV13-15" 2 UNAMB 3 "DIJO" 33
"MV13-15" 2 UNAMB 4 "QUE" 70
"MV13-15" 2 UNAMB 5 "LOS" 23
"MV13-15" 2 UNAMB 6 "ALUMNOS" 33
"MV13-15" 2 UNAMB 7 "SELEVANTARAN" 70
"MV13-15" 2 UNAMB 8 "DEL" 30
"MV13-15" 2 UNAMB 9 "ASIENTO" 29
"MV13-15" 2 UNAMB 10 "SI" 42
"MV13-15" 2 UNAMB 11 "LOS" 27
"MV13-15" 2 UNAMB 12 "DIRECTORES" 26
"MV13-15" 2 UNAMB 13 "ENTRABAN" 36
"MV13-15" 2 UNAMB 14 "EN" 70
"MV13-15" 2 UNAMB 15 "LA" 29
"MV13-15" 2 UNAMB 16 "CLASE" 70
"MV13-15" 2 UNAMB 17 "de" 33
"MV13-15" 2 UNAMB 18 "MUSICA" 70
"MV13-15" 3 HIGH 1 "EL" 70
"MV13-15" 3 HIGH 2 "PROFESOR" 70
"MV13-15" 3 HIGH 3 "DIJO" 70
"MV13-15" 3 HIGH 4 "QUE" 70
"MV13-15" 3 HIGH 5 "LOS" 27
"MV13-15" 3 HIGH 6 "ALUMNOS" 29
"MV13-15" 3 HIGH 7 "SELEVANTARAN" 35
"MV13-15" 3 HIGH 8 "DEL" 32
"MV13-15" 3 HIGH 9 "ASIENTO" 28
"MV13-15" 3 HIGH 10 "CUANDO" 20
"MV13-15" 3 HIGH 11 "LOS" 32
"MV13-15" 3 HIGH 12 "DIRECTORES" 49
"MV13-15" 3 HIGH 13 "ENTRARON" 41
"MV13-15" 3 HIGH 14 "EN" 33
"MV13-15" 3 HIGH 15 "LA" 40
"MV13-15" 3 HIGH 16 "CLASE" 35
"MV13-15" 3 HIGH 17 "de" 40
"MV13-15" 3 HIGH 18 "MUSICA" 36
"MV13-15" 3 LOW 1 "EL" 23
"MV13-15" 3 LOW 2 "PROFESOR" 28
"MV13-15" 3 LOW 3 "DIJO" 83
"MV13-15" 3 LOW 4 "QUE" 70
"MV13-15" 3 LOW 5 "LOS" 22
"MV13-15" 3 LOW 6 "ALUMNOS" 33
"MV13-15" 3 LOW 7 "SELEVANTARAN" 33
"MV13-15" 3 LOW 8 "DEL" 28
"MV13-15" 3 LOW 9 "ASIENTO" 30
"MV13-15" 3 LOW 10 "CUANDO" 20
"MV13-15" 3 LOW 11 "LOS" 27
"MV13-15" 3 LOW 12 "DIRECTORES" 37
"MV13-15" 3 LOW 13 "ENTRARAN" 35
"MV13-15" 3 LOW 14 "EN" 70
"MV13-15" 3 LOW 15 "LA" 70
"MV13-15" 3 LOW 16 "CLASE" 34
"MV13-15" 3 LOW 17 "de" 37
"MV13-15" 3 LOW 18 "MUSICA" 30
"MV13-15" 3 UNAMB 1 "EL" 70
"MV13-15" 3 UNAMB 2 "PROFESOR" 32
"MV13-15" 3 UNAMB 3 "DIJO" 38
"MV13-15" 3 UNAMB 4 "QUE" 26
"MV13-15" 3 UNAMB 5 "LOS" 22
"MV13-15" 3 UNAMB 6 "ALUMNOS" 31
"MV13-15" 3 UNAMB 7 "SELEVANTARAN" 30
"MV13-15" 3 UNAMB 8 "DEL" 70
"MV13-15" 3 UNAMB 9 "ASIENTO" 28
"MV13-15" 3 UNAMB 10 "SI" 50
"MV13-15" 3 UNAMB 11 "LOS" 70
"MV13-15" 3 UNAMB 12 "DIRECTORES" 70
"MV13-15" 3 UNAMB 13 "ENTRABAN" 36
"MV13-15" 3 UNAMB 14 "EN" 34
"MV13-15" 3 UNAMB 15 "LA" 33
"MV13-15" 3 UNAMB 16 "CLASE" 70
"MV13-15" 3 UNAMB 17 "de" 37
"MV13-15" 3 UNAMB 18 "MUSICA" 33
"MV13-15" 4 HIGH 1 "EL" 24
"MV13-15" 4 HIGH 2 "PROFESOR" 28
"MV13-15" 4 HIGH 3 "DIJO" 40
"MV13-15" 4 HIGH 4 "QUE" 30
"MV13-15" 4 HIGH 5 "LOS" 70
"MV13-15" 4 HIGH 6 "ALUMNOS" 32
"MV13-15" 4 HIGH 7 "SELEVANTARAN" 36
"MV13-15" 4 HIGH 8 "DEL" 30
"MV13-15" 4 HIGH 9 "ASIENTO" 70
"MV13-15" 4 HIGH 10 "CUANDO" 20
"MV13-15" 4 HIGH 10 "CUANDO" 105
"MV13-15" 4 HIGH 11 "LOS" 26
"MV13-15" 4 HIGH 12 "DIRECTORES" 70
"MV13-15" 4 HIGH 13 "ENTRARON" 152
"MV13-15" 4 HIGH 14 "EN" 35
"MV13-15" 4 HIGH 15 "LA" 30
"MV13-15" 4 HIGH 16 "CLASE" 32
"MV13-15" 4 HIGH 17 "de" 33
"MV13-15" 4 HIGH 18 "MUSICA" 32
"MV13-15" 4 LOW 1 "EL" 23
"MV13-15" 4 LOW 2 "PROFESOR" 33
"MV13-15" 4 LOW 3 "DIJO" 40
"MV13-15" 4 LOW 4 "QUE" 70
"MV13-15" 4 LOW 5 "LOS" 26
"MV13-15" 4 LOW 6 "ALUMNOS" 40
"MV13-15" 4 LOW 7 "SELEVANTARAN" 70
"MV13-15" 4 LOW 8 "DEL" 32
"MV13-15" 4 LOW 9 "ASIENTO" 30
"MV13-15" 4 LOW 10 "CUANDO" 20
"MV13-15" 4 LOW 11 "LOS" 29
"MV13-15" 4 LOW 12 "DIRECTORES" 29
"MV13-15" 4 LOW 13 "ENTRARAN" 40
"MV13-15" 4 LOW 14 "EN" 30
"MV13-15" 4 LOW 15 "LA" 32
"MV13-15" 4 LOW 16 "CLASE" 70
"MV13-15" 4 LOW 17 "de" 70
"MV13-15" 4 LOW 18 "MUSICA" 70
"MV13-15" 4 UNAMB 1 "EL" 25
"MV13-15" 4 UNAMB 2 "PROFESOR" 34
"MV13-15" 4 UNAMB 3 "DIJO" 36
"MV13-15" 4 UNAMB 4 "QUE" 37
"MV13-15" 4 UNAMB 5 "LOS" 70
"MV13-15" 4 UNAMB 6 "ALUMNOS" 37
"MV13-15" 4 UNAMB 7 "SELEVANTARAN" 70
"MV13-15" 4 UNAMB 8 "DEL" 70
"MV13-15" 4 UNAMB 9 "ASIENTO" 70
"MV13-15" 4 UNAMB 10 "SI" 50
"MV13-15" 4 UNAMB 11 "LOS" 30
"MV13-15" 4 UNAMB 12 "DIRECTORES" 30
"MV13-15" 4 UNAMB 13 "ENTRABAN" 35
"MV13-15" 4 UNAMB 14 "EN" 70
"MV13-15" 4 UNAMB 15 "LA" 32
"MV13-15" 4 UNAMB 16 "CLASE" 30
"MV13-15" 4 UNAMB 17 "de" 31
"MV13-15" 4 UNAMB 18 "MUSICA" 34
"MV13-15" 5 HIGH 1 "EL" 24
"MV13-15" 5 HIGH 2 "PROFESOR" 70
"MV13-15" 5 HIGH 3 "DIJO" 37
"MV13-15" 5 HIGH 4 "QUE" 70
"MV13-15" 5 HIGH 5 "LOS" 70
"MV13-15" 5 HIGH 6 "ALUMNOS" 70
"MV13-15" 5 HIGH 7 "SELEVANTARAN" 30
"MV13-15" 5 HIGH 8 "DEL" 31
"MV13-15" 5 HIGH 9 "ASIENTO" 29
"MV13-15" 5 HIGH 10 "CUANDO" 20
"MV13-15" 5 HIGH 11 "LOS" 70
"MV13-15" 5 HIGH 12 "DIRECTORES" 30
"MV13-15" 5 HIGH 13 "ENTRARON" 51
"MV13-15" 5 HIGH 14 "EN" 36
"MV13-15" 5 HIGH 15 "LA" 33
"MV13-15" 5 HIGH 16 "CLASE" 35
"MV13-15" 5 HIGH 17 "de" 70
"MV13-15" 5 HIGH 18 "MUSICA" 70
"MV13-15" 5 LOW 1 "EL" 23
"MV13-15" 5 LOW 2 "PROFESOR" 70
"MV13-15" 5 LOW 3 "DIJO" 39
"MV13-15" 5 LOW 4 "QUE" 31
"MV13-15" 5 LOW 5 "LOS" 70
"MV13-15" 5 LOW 6 "ALUMNOS" 70
"MV13-15" 5 LOW 7 "SELEVANTARAN" 36
"MV13-15" 5 LOW 8 "DEL" 70
"MV13-15" 5 LOW 9 "ASIENTO" 70
"MV13-15" 5 LOW 10 "CUANDO" 20
"MV13-15" 5 LOW 11 "LOS" 24
"MV13-15" 5 LOW 12 "DIRECTORES" 29
"MV13-15" 5 LOW 13 "ENTRARAN" 35
"MV13-15" 5 LOW 14 "EN" 30
"MV13-15" 5 LOW 15 "LA" 70
"MV13-15" 5 LOW 16 "CLASE" 70
"MV13-15" 5 LOW 17 "de" 35
"MV13-15" 5 LOW 18 "MUSICA" 30
"MV13-15" 5 UNAMB 1 "EL" 70
"MV13-15" 5 UNAMB 2 "PROFESOR" 70
"MV13-15" 5 UNAMB 3 "DIJO" 43
"MV13-15" 5 UNAMB 4 "QUE" 31
"MV13-15" 5 UNAMB 5 "LOS" 70
"MV13-15" 5 UNAMB 6 "ALUMNOS" 38
"MV13-15" 5 UNAMB 7 "SELEVANTARAN" 70
"MV13-15" 5 UNAMB 8 "DEL" 30
"MV13-15" 5 UNAMB 9 "ASIENTO" 30
"MV13-15" 5 UNAMB 10 "SI" 47
"MV13-15" 5 UNAMB 11 "LOS" 70
"MV13-15" 5 UNAMB 12 "DIRECTORES" 70
"MV13-15" 5 UNAMB 13 "ENTRABAN" 44
"MV13-15" 5 UNAMB 14 "EN" 70
"MV13-15" 5 UNAMB 15 "LA" 29
"MV13-15" 5 UNAMB 16 "CLASE" 32
"MV13-15" 5 UNAMB 17 "de" 70
"MV13-15" 5 UNAMB 18 "MUSICA" 32
"MV13-15" 6 HIGH 1 "EL" 23
"MV13-15" 6 HIGH 2 "PROFESOR" 70
"MV13-15" 6 HIGH 3 "DIJO" 37
"MV13-15" 6 HIGH 4 "QUE" 70
"MV13-15" 6 HIGH 5 "LOS" 24
"MV13-15" 6 HIGH 6 "ALUMNOS" 32
"MV13-15" 6 HIGH 7 "SELEVANTARAN" 32
"MV13-15" 6 HIGH 8 "DEL" 70
"MV13-15" 6 HIGH 9 "ASIENTO" 70
"MV13-15" 6 HIGH 10 "CUANDO" 20
"MV13-15" 6 HIGH 11 "LOS" 29
"MV13-15" 6 HIGH 12 "DIRECTORES" 29
"MV13-15" 6 HIGH 13 "ENTRARON" 40
"MV13-15" 6 HIGH 14 "EN" 70
"MV13-15" 6 HIGH 15 "LA" 70
"MV13-15" 6 HIGH 16 "CLASE" 70
"MV13-15" 6 HIGH 17 "de" 32
"MV13-15" 6 HIGH 18 "MUSICA" 70
"MV13-15" 6 LOW 1 "EL" 23
"MV13-15" 6 LOW 2 "PROFESOR" 27
"MV13-15" 6 LOW 3 "DIJO" 37
"MV13-15" 6 LOW 4 "QUE" 30
"MV13-15" 6 LOW 5 "LOS" 23
"MV13-15" 6 LOW 6 "ALUMNOS" 44
"MV13-15" 6 LOW 7 "SELEVANTARAN" 70
"MV13-15" 6 LOW 8 "DEL" 32
"MV13-15" 6 LOW 9 "ASIENTO" 29
"MV13-15" 6 LOW 10 "CUANDO" 20
"MV13-15" 6 LOW 11 "LOS" 23
"MV13-15" 6 LOW 12 "DIRECTORES" 33
"MV13-15" 6 LOW 13 "ENTRARAN" 70
"MV13-15" 6 LOW 14 "EN" 70
"MV13-15" 6 LOW 15 "LA" 70
"MV13-15" 6 LOW 16 "CLASE" 70
"MV13-15" 6 LOW 17 "de" 70
"MV13-15" 6 LOW 18 "MUSICA" 36
"MV13-15" 6 UNAMB 1 "EL" 25
"MV13-15" 6 UNAMB 2 "PROFESOR" 70
"MV13-15" 6 UNAMB 3 "DIJO" 38
"MV13-15" 6 UNAMB 4 "QUE" 30
"MV13-15" 6 UNAMB 5 "LOS" 70
"MV13-15" 6 UNAMB 6 "ALUMNOS" 28
"MV13-15" 6 UNAMB 7 "SELEVANTARAN" 70
"MV13-15" 6 UNAMB 8 "DEL" 30
"MV13-15" 6 UNAMB 9 "ASIENTO" 28
"MV13-15" 6 UNAMB 10 "SI" 54
"MV13-15" 6 UNAMB 11 "LOS" 26
"MV13-15" 6 UNAMB 12 "DIRECTORES" 35
"MV13-15" 6 UNAMB 13 "ENTRABAN" 38
"MV13-15" 6 UNAMB 14 "EN" 70
"MV13-15" 6 UNAMB 15 "LA" 70
"MV13-15" 6 UNAMB 16 "CLASE" 34
"MV13-15" 6 UNAMB 17 "de" 40
"MV13-15" 6 UNAMB 18 "MUSICA" 70
"MV13-15" 7 HIGH 1 "EL" 23
"MV13-15" 7 HIGH 2 "PROFESOR" 32
"MV13-15" 7 HIGH 3 "DIJO" 70
"MV13-15" 7 HIGH 4 "QUE" 70
"MV13-15" 7 HIGH 5 "LOS" 70
"MV13-15" 7 HIGH 6 "ALUMNOS" 35
"MV13-15" 7 HIGH 7 "SELEVANTARAN" 70
"MV13-15" 7 HIGH 8 "DEL" 35
"MV13-15" 7 HIGH 9 "ASIENTO" 29
"MV13-15" 7 HIGH 10 "CUANDO" 20
"MV13-15" 7 HIGH 11 "LOS" 70
"MV13-15" 7 HIGH 12 "DIRECTORES" 70
"MV13-15" 7 HIGH 13 "ENTRARON" 41
"MV13-15" 7 HIGH 14 "EN" 33
"MV13-15" 7 HIGH 15 "LA" 70
"MV13-15" 7 HIGH 16 "CLASE" 33
"MV13-15" 7 HIGH 17 "de" 70
"MV13-15" 7 HIGH 18 "MUSICA" 36
"MV13-15" 7 LOW 1 "EL" 23
"MV13-15" 7 LOW 2 "PROFESOR" 70
"MV13-15" 7 LOW 3 "DIJO" 70
"MV13-15" 7 LOW 4 "QUE" 29
"MV13-15" 7 LOW 5 "LOS" 23
"MV13-15" 7 LOW 6 "ALUMNOS" 33
"MV13-15" 7 LOW 7 "SELEVANTARAN" 40
"MV13-15" 7 LOW 8 "DEL" 70
"MV13-15" 7 LOW 9 "ASIENTO" 32
"MV13-15" 7 LOW 10 "CUANDO" 20
"MV13-15" 7 LOW 11 "LOS" 27
"MV13-15" 7 LOW 12 "DIRECTORES" 31
"MV13-15" 7 LOW 13 "ENTRARAN" 34
"MV13-15" 7 LOW 14 "EN" 70
"MV13-15" 7 LOW 15 "LA" 70
"MV13-15" 7 LOW 16 "CLASE" 27
"MV13-15" 7 LOW 17 "de" 32
"MV13-15" 7 LOW 18 "MUSICA" 33
"MV13-15" 7 UNAMB 1 "EL" 26
"MV13-15" 7 UNAMB 2 "PROFESOR" 32
"MV13-15" 7 UNAMB 3 "DIJO" 70
"MV13-15" 7 UNAMB 4 "QUE" 28
"MV13-15" 7 UNAMB 5 "LOS" 29
"MV13-15" 7 UNAMB 6 "ALUMNOS" 32
"MV13-15" 7 UNAMB 7 "SELEVANTARAN" 35
"MV13-15" 7 UNAMB 8 "DEL" 70
"MV13-15" 7 UNAMB 9 "ASIENTO" 70
"MV13-15" 7 UNAMB 10 "SI" 50
"MV13-15" 7 UNAMB 11 "LOS" 70
"MV13-15" 7 UNAMB 12 "DIRECTORES" 25
"MV13-15" 7 UNAMB 13 "ENTRABAN" 41
"MV13-15" 7 UNAMB 14 "EN" 70
"MV13-15" 7 UNAMB 15 "LA" 30
"MV13-15" 7 UNAMB 16 "CLASE" 30
"MV13-15" 7 UNAMB 17 "de" 70
"MV13-15" 7 UNAMB 18 "MUSICA" 70
"MV13-15" 8 HIGH 1 "EL" 70
