"subj" "tid" "cond" "item" "nw" "cr" "trial" "expt" "acc" "sess" "nf" "p" "pc" "clust" "FPRT.c" "pcu" "isa" "isc" "isn" "isr" "FPRT" "FPRT.c1" "pcu1" 
"55" 1 120 "b" "59" -0.287641792750658 16 1.22206165520365 "essp" 1 1 28 171.389898906341 0.571345099104112 "C" -0.109702403589271 0.680580963901941 0 1 0 0 -0.0649779041268425 "low" "high" 
"56" 1 121 "a" "7" -2.15414899842634 12 1.24548112461825 "essp" 0 1 54 144.342322347106 0.408812115228371 "B" -0.0447534864362118 0.680580963901941 0 0 0 1 -3.14703507044175e-05 "high" "high" 
"57" 1 122 "b" "62" -0.90981086130922 13 1.26890059403285 "essp" 1 1 17 16.2588104962016 -0.360861105617098 "N" 0.883436736938808 0.680580963901941 0 0 1 0 0.889015828656309 "high" "high" 
"58" 1 123 "a" "46" 0.334527275807903 14 1.29232006344746 "essp" 0 1 35 -51.7612793936553 -0.769604127347065 "C" -0.177001397640592 0.680580963901941 0 1 0 0 -0.132675842970622 "low" "high" 
"59" 1 125 "b" "56" 0.334527275807903 13 1.33915900227666 "essp" 0 1 22 72.848264207556 -0.0208065078433852 "C" -0.478985751341399 0.680580963901941 0 1 0 0 -0.441615680079665 "low" "high" 
"60" 1 126 "a" "52" 0.956696344366465 15 1.36257847169127 "essp" 1 1 60 102.328183733073 0.15634279329291 "C" 0.392079522442052 0.680580963901941 0 1 0 0 0.427222614698954 "high" "high" 
"61" 1 128 "c" "39" -0.90981086130922 12 1.40941741052047 "essp" 1 1 25 199.732300200763 0.741658880913639 "N" 1.02223774106916 0.680580963901941 0 0 1 0 1.01607393412991 "high" "high" 
"62" 1 129 "a" "16" -0.90981086130922 11 1.45625634934968 "essp" 0 1 58 117.987220018108 0.250440313876735 "A" 1.00659846637906 0.680580963901941 1 0 0 0 1.00182995266803 "high" "high" 
"63" 1 132 "b" "8" -0.287641792750658 13 1.52651475759349 "essp" 1 1 35 -2.168799749134 -0.471595406426421 "A" 0.129217474516133 0.680580963901941 1 0 0 0 0.172091575515207 "high" "high" 
"64" 1 139 "a" "28" -1.53197992986778 11 1.69045104349572 "essp" 0 1 16 241.986651596936 0.995571677836988 "N" -0.128683523169107 0.680580963901941 0 0 1 0 -0.084029959302383 "low" "high" 
"65" 1 140 "b" "11" 1.57886541292503 14 1.71387051291032 "essp" 1 1 45 208.23038429145 0.792725155241815 "A" 0.954048825438002 0.680580963901941 1 0 0 0 0.953834899469982 "high" "high" 
"66" 1 142 "b" "47" -0.287641792750658 13 1.76070945173953 "essp" 0 1 33 427.76114460656 2.11191874171274 "N" -1.48527158710526 0.680580963901941 0 0 1 0 -1.53762499614085 "low" "high" 
"67" 1 143 "c" "51" 1.57886541292503 16 1.78412892115413 "essp" 1 1 50 -87.8717334871185 -0.986597314890682 "N" 0.798061837149832 0.680580963901941 0 0 1 0 0.810138453047232 "high" "high" 
"68" 1 144 "a" "70" 0.956696344366465 17 1.80754839056874 "essp" 1 1 32 220.992774782223 0.869416292553504 "A" 2.16446032300379 0.680580963901941 1 0 0 0 2.01006876686539 "high" "high" 
"69" 1 146 "b" "32" 1.57886541292503 15 1.85438732939795 "essp" 1 1 34 -129.741983707135 -1.23820198967474 "N" 0.0355525200985772 0.680580963901941 0 0 1 0 0.0797518653032809 "high" "high" 
"70" 1 148 "c" "27" 0.334527275807903 15 1.90122626822715 "essp" 1 1 48 47.643601057995 -0.172265145932803 "B" -0.934344065403256 0.680580963901941 0 0 0 1 -0.924275125309031 "low" "high" 
"71" 2 155 "a" "42" -0.90981086130922 12 -1.72879149103642 "essp" 1 1 19 -13.7757955226876 -0.630663040643758 "N" -0.763975902366959 1.50678239850189 0 0 1 0 -0.741237324653731 "low" "high" 
"72" 2 157 "b" "64" 0.334527275807903 13 -1.68195255220721 "essp" 1 1 51 -6.60513430240128 -0.588764922841883 "A" -0.383895936277313 1.50678239850189 1 0 0 0 -0.343409132009857 "low" "high" 
"73" 2 158 "a" "24" -0.90981086130922 12 -1.65853308279261 "essp" 1 1 42 -61.3535169456578 -0.908659297290903 "C" -1.07673303636354 1.50678239850189 0 1 0 0 -1.07959257700852 "low" "high" 
"74" 2 163 "c" "68" 1.57886541292503 15 -1.54143573571959 "essp" 1 1 29 -30.9593534678817 -0.731066436219928 "N" -1.17626025622121 1.50678239850189 0 0 1 0 -1.18945584003901 "low" "high" 
"75" 2 165 "c" "59" -0.287641792750658 16 -1.49459679689038 "essp" 1 1 22 -1.68798173677371 -0.560034038601861 "A" 0.0868664500509017 1.50678239850189 1 0 0 0 0.130434465402138 "high" "high" 
"76" 2 166 "a" "72" -1.53197992986778 11 -1.47117732747578 "essp" 0 1 62 184.231254474187 0.526290614188053 "A" 0.441875746745617 1.50678239850189 1 0 0 0 0.474903363167296 "high" "high" 
"77" 2 168 "c" "41" -1.53197992986778 12 -1.42433838864657 "essp" 0 1 30 -72.2310054495775 -0.972216378113023 "N" 1.16141308241849 1.50678239850189 0 0 1 0 1.14203721699941 "high" "high" 
"78" 2 173 "a" "63" -1.53197992986778 11 -1.30724104157356 "essp" 1 1 43 183.750025632191 0.523478797802897 "C" 0.249786682870102 1.50678239850189 0 1 0 0 0.289839998179968 "high" "high" 
"79" 2 174 "a" "54" -0.287641792750658 13 -1.28382157215895 "essp" 1 1 53 2.93399229454293 -0.533027880244601 "N" -0.39487020750876 1.50678239850189 0 0 1 0 -0.354699045945714 "low" "high" 
"80" 2 178 "a" "36" 0.334527275807903 14 -1.19014369450054 "essp" 0 1 62 289.740480903852 1.14278020452438 "A" -0.878130340186639 1.50678239850189 1 0 0 0 -0.863548196099861 "low" "high" 
"81" 2 185 "a" "69" -1.53197992986778 12 -1.02620740859831 "essp" 1 1 44 184.123754685336 0.525662493756955 "B" -0.901826629790117 1.50678239850189 0 0 0 1 -0.889106660903493 "low" "high" 
"82" 2 186 "b" "70" 0.956696344366465 17 -1.00278793918371 "essp" 1 1 71 85.6903880924271 -0.0494829025249623 "A" 2.75492889459766 1.50678239850189 1 0 0 0 2.49114093183107 "high" "high" 
"83" 2 192 "b" "16" -0.90981086130922 11 -0.862271122696085 "essp" 1 1 53 138.458699526297 0.258841931230616 "A" 1.7865461276034 1.50678239850189 1 0 0 0 1.69090631757089 "high" "high" 
"84" 2 196 "a" "60" -0.90981086130922 15 -0.745173775623066 "essp" 1 1 35 -36.1604067404519 -0.761456150085015 "A" 0.510777459981317 1.50678239850189 1 0 0 0 0.540543459305262 "high" "high" 
"85" 2 197 "b" "4" -0.90981086130922 12 -0.721754306208462 "essp" 1 1 37 263.677465486345 0.990494207921235 "N" 0.202492603668174 1.50678239850189 0 0 1 0 0.243800509862964 "high" "high" 
"86" 2 199 "a" "21" 0.956696344366465 15 -0.674915367379255 "essp" 1 1 57 -58.9205890162764 -0.894443718300738 "B" 1.6302598322482 1.50678239850189 0 0 0 1 1.55619882400767 "high" "high" 
"87" 2 201 "c" "56" 0.334527275807903 13 -0.628076428550048 "essp" 1 1 62 30.9918888055029 -0.369085808910473 "C" -0.641133173377558 1.50678239850189 0 1 0 0 -0.611099229389402 "low" "high" 
"88" 2 202 "a" "12" -0.287641792750658 13 -0.604656959135444 "essp" 1 1 26 155.046149658318 0.355762273485527 "N" -0.878130340186639 1.50678239850189 0 0 1 0 -0.863548196099861 "low" "high" 
"89" 2 204 "b" "67" 0.956696344366465 15 -0.557818020306237 "essp" 1 1 41 -0.735706054396158 -0.554469899187877 "N" 0.922646798319865 1.50678239850189 0 0 1 0 0.925055616606219 "high" "high" 
"90" 2 205 "a" "39" -0.90981086130922 12 -0.534398550891633 "essp" 1 1 38 137.902527843879 0.255592224411096 "N" 0.104749263833609 1.50678239850189 0 0 1 0 0.148043261798661 "high" "high" 
"91" 2 207 "b" "7" -2.15414899842634 12 -0.487559612062425 "essp" 1 1 52 21.6036649491972 -0.423941127966554 "C" -0.520064046147201 1.50678239850189 0 1 0 0 -0.484309432151581 "low" "high" 
"92" 2 208 "c" "71" 0.956696344366465 16 -0.464140142647822 "essp" 1 1 59 -90.7399394355868 -1.08036393559894 "N" 2.80695207436573 1.50678239850189 0 0 1 0 2.53254732411579 "high" "high" 
"93" 2 209 "a" "15" -0.287641792750658 13 -0.440720673233218 "essp" 1 1 43 -28.7882439036146 -0.71838065990308 "C" -0.692650463992599 1.50678239850189 0 1 0 0 -0.665491191026707 "low" "high" 
"94" 2 211 "b" "10" -0.90981086130922 12 -0.370462264989407 "essp" 1 1 28 -40.9776781068387 -0.789603429253842 "C" 0.0626312325354123 1.50678239850189 0 1 0 0 0.106526130182745 "high" "high" 
"95" 2 213 "b" "43" 0.956696344366465 14 -0.323623326160199 "essp" 0 1 35 251.82551891518 0.921243376182683 "N" 0.59669588127373 1.50678239850189 0 0 1 0 0.62185700606672 "high" "high" 
"96" 2 215 "b" "37" 0.956696344366465 13 -0.276784387330992 "essp" 1 1 39 120.385186165045 0.153238533072409 "B" -0.629158512716303 1.50678239850189 0 0 0 1 -0.598494299849185 "low" "high" 
"97" 2 217 "b" "13" 2.20103448148359 16 -0.229945448501785 "essp" 1 1 48 189.089605939626 0.554677924056496 "A" 1.05265639625731 1.50678239850189 1 0 0 0 1.04372670731052 "high" "high" 
"98" 2 218 "b" "58" 0.956696344366465 14 -0.206525979087181 "essp" 0 1 52 233.955157418321 0.816826992789856 "A" 0.434843097240847 1.50678239850189 1 0 0 0 0.468181832581897 "high" "high" 
"99" 2 221 "b" "46" 0.334527275807903 14 -0.0894286320141624 "essp" 0 1 47 351.021525868567 1.50084487416599 "A" 1.60789322715864 1.50678239850189 1 0 0 0 1.53678659856168 "high" "high" 
"100" 2 223 "c" "44" 0.956696344366465 14 -0.042589693184955 "essp" 0 1 55 182.266453933894 0.514810299895491 "N" 1.74367847111755 1.50678239850189 0 0 1 0 1.65411919350062 "high" "high" 
"101" 2 228 "b" "31" -1.53197992986778 12 0.0745076538880635 "essp" 1 1 34 -110.871248129667 -1.19799101590003 "N" -0.216580200951342 1.50678239850189 0 0 1 0 -0.172682082941286 "low" "high" 
"102" 2 230 "b" "52" 0.956696344366465 15 0.121346592717271 "essp" 1 1 44 120.793782835465 0.155625960243318 "C" 1.71359036210195 1.50678239850189 0 1 0 0 1.62822622056727 "high" "high" 
"103" 2 232 "c" "53" -0.90981086130922 13 0.168185531546478 "essp" 1 1 41 -57.3438153891862 -0.88523064224747 "B" 0.883436736938808 1.50678239850189 0 0 0 1 0.889015828656309 "high" "high" 
"104" 2 234 "a" "18" 0.334527275807903 13 0.215024470375686 "essp" 1 1 21 50.6597786165968 -0.254166481542414 "C" -0.100512862606811 1.50678239850189 0 1 0 0 -0.0557657041283209 "low" "high" 
"105" 2 235 "c" "17" -0.90981086130922 13 0.238443939790289 "essp" 1 1 48 -60.2739946932936 -0.902351657157056 "N" 1.67669041058801 1.50678239850189 0 0 1 0 1.59638885012102 "high" "high" 
"106" 2 237 "a" "48" 0.956696344366465 13 0.285282878619497 "essp" 1 1 41 25.561761735201 -0.400813999196052 "N" 0.104136641805708 1.50678239850189 0 0 1 0 0.147440486783295 "high" "high" 
"107" 2 238 "c" "5" 0.956696344366465 14 0.308702348034101 "essp" 1 1 51 -79.3865065020242 -1.01402591517199 "B" 1.32515377325167 1.50678239850189 0 0 0 1 1.28843438715535 "high" "high" 
"108" 2 239 "b" "49" 0.334527275807903 13 0.332121817448704 "essp" 1 1 40 251.177432035684 0.917456609580722 "A" -0.773841894227347 1.50678239850189 1 0 0 0 -0.751755436208964 "low" "high" 
"109" 2 241 "c" "20" -0.287641792750658 13 0.378960756277912 "essp" 1 1 34 -85.5365976462048 -1.0499608499479 "A" 0.972850762839118 1.50678239850189 1 0 0 0 0.97103098097714 "high" "high" 
"110" 2 242 "a" "9" -0.90981086130922 12 0.402380225692515 "essp" 1 1 92 58.832428215954 -0.206413753425989 "B" -0.298357483034084 1.50678239850189 0 0 0 1 -0.255800082837341 "low" "high" 
"111" 2 244 "a" "66" -0.90981086130922 13 0.449219164521723 "essp" 1 1 56 34.0754100169588 -0.35106881842755 "N" 0.628712740159599 1.50678239850189 0 0 1 0 0.652006857776849 "high" "high" 
"112" 2 245 "a" "3" -0.90981086130922 12 0.472638633936327 "essp" 1 1 37 416.60433269303 1.88404470493408 "A" -0.147860327842704 1.50678239850189 1 0 0 0 -0.103311550840017 "low" "high" 
"113" 2 246 "c" "11" 1.57886541292503 14 0.49605810335093 "essp" 1 1 28 443.765126831023 2.04274501407247 "N" 1.39768668056347 1.50678239850189 0 0 1 0 1.35267520237903 "high" "high" 
"114" 2 247 "c" "32" 1.57886541292503 15 0.519477572765534 "essp" 0 1 38 -26.0434770103161 -0.702343008269398 "C" -0.11884341584969 1.50678239850189 0 1 0 0 -0.0741490137549384 "low" "high" 
"115" 2 248 "b" "28" -1.53197992986778 11 0.542897042180138 "essp" 1 1 29 412.808140528672 1.86186358361003 "N" 1.842193411509 1.50678239850189 0 0 1 0 1.73848000636105 "high" "high" 
"116" 2 250 "c" "62" -0.90981086130922 13 0.589735981009345 "essp" 1 1 20 -78.5076045978223 -1.00889049817385 "N" 0.0114916101235852 1.50678239850189 0 0 1 0 0.0559074035784755 "high" "high" 
"117" 2 251 "a" "30" -0.90981086130922 13 0.613155450423949 "essp" 1 1 35 62.8398565305332 -0.182998380917273 "N" 0.234155216275474 1.50678239850189 0 0 1 0 0.274644219186918 "high" "high" 
"118" 2 252 "c" "14" 0.334527275807903 15 0.636574919838552 "essp" 1 1 43 -113.257001752829 -1.21193095578545 "A" 1.0384129175866 1.50678239850189 1 0 0 0 1.03078688621725 "high" "high" 
"119" 2 253 "a" "6" -0.287641792750658 13 0.659994389253156 "essp" 1 1 32 230.599710662335 0.797221143462808 "C" -0.718666742324098 1.50678239850189 0 1 0 0 -0.693060353032983 "low" "high" 
"120" 2 256 "c" "26" 1.57886541292503 17 0.753672266911571 "essp" 1 1 27 -148.36189891275 -1.4170485971639 "B" -0.0347278843630238 1.50678239850189 0 0 0 1 0.00996012594585667 "high" "high" 
"121" 2 257 "a" "51" 1.57886541292503 16 0.777091736326175 "essp" 0 1 33 148.61366945481 0.318177341629824 "C" 0.280660978009096 1.50678239850189 0 1 0 0 0.31979303266705 "high" "high" 
"122" 2 258 "c" "35" 0.334527275807903 13 0.800511205740778 "essp" 1 1 31 692.847454553225 3.49813111985388 "N" 0.486360387855888 1.50678239850189 0 0 1 0 0.517326408961227 "high" "high" 
"123" 2 261 "b" "1" 0.334527275807903 14 0.87076961398459 "essp" 1 1 31 237.079751912215 0.835083974142969 "N" 0.0701606547137377 1.50678239850189 0 0 1 0 0.113959487746602 "high" "high" 
"124" 3 267 "c" "34" -0.90981086130922 13 -1.75221096045103 "essp" 1 1 16 50.2167362565444 -0.218604170123219 "N" -0.226931371070008 1.45404613671892 0 0 1 0 -0.1831687673299 "low" "high" 
"125" 3 268 "c" "31" -1.53197992986778 12 -1.72879149103642 "essp" 1 1 18 259.402293667632 1.1585067813614 "N" -0.211100351444207 1.45404613671892 0 0 1 0 -0.167134483540504 "low" "high" 
"126" 3 270 "c" "13" 2.20103448148359 16 -1.68195255220721 "essp" 1 1 21 383.430183191731 1.97500753345448 "N" 1.82266912143133 1.45404613671892 0 0 1 0 1.72181150896817 "high" "high" 
"127" 3 271 "b" "15" -0.287641792750658 13 -1.65853308279261 "essp" 1 1 24 132.431029623384 0.322629197826512 "N" 0.704672151714261 1.45404613671892 0 0 1 0 0.723212323786141 "high" "high" 
"128" 3 272 "c" "61" -0.90981086130922 13 -1.63511361337801 "essp" 1 1 31 -100.373765575488 -1.20997198647259 "N" -0.126359117299573 1.45404613671892 0 0 1 0 -0.0816951166178522 "low" "high" 
"129" 3 273 "b" "33" 0.334527275807903 16 -1.6116941439634 "essp" 1 1 34 -16.5175071083421 -0.657929229243931 "N" 1.24914643167522 1.45404613671892 0 0 1 0 1.22071677955441 "high" "high" 
