"subj" "tid" "cond" "item" "nw" "cr" "trial" "expt" "acc" "sess" "nf" "p" "pc" "clust" "FPRT.c" "pcu" "isa" "isc" "isn" "isr"
"60" 1 126 "a" "52" 20 15 139 "essp" 1 1 60 102.328183733073 0.15634279329291 "C" 6.24610676548156 0.782291666666667 0 1 0 0
"61" 1 128 "c" "39" 17 12 141 "essp" 1 1 25 199.732300200763 0.741658880913639 "N" 6.58487717744394 0.782291666666667 0 0 1 0
"62" 1 129 "a" "16" 17 11 143 "essp" 0 1 58 117.987220018108 0.250440313876735 "A" 6.57646956904822 0.782291666666667 1 0 0 0
"63" 1 132 "b" "8" 18 13 146 "essp" 1 1 35 -2.168799749134 -0.471595406426421 "A" 6.10479323241498 0.782291666666667 1 0 0 0
"64" 1 139 "a" "28" 16 11 153 "essp" 0 1 16 241.986651596936 0.995571677836988 "N" 5.96614673912369 0.782291666666667 0 0 1 0
"65" 1 140 "b" "11" 21 14 154 "essp" 1 1 45 208.23038429145 0.792725155241815 "A" 6.54821910276237 0.782291666666667 1 0 0 0
"66" 1 142 "b" "47" 18 13 156 "essp" 0 1 33 427.76114460656 2.11191874171274 "N" 5.23685069299081 0.782291666666667 0 0 1 0
"67" 1 143 "c" "51" 21 16 157 "essp" 1 1 50 -87.8717334871185 -0.986597314890682 "N" 6.46436115293148 0.782291666666667 0 0 1 0
"68" 1 144 "a" "70" 20 17 158 "essp" 1 1 32 220.992774782223 0.869416292553504 "A" 7.19893124068817 0.782291666666667 1 0 0 0
"69" 1 146 "b" "32" 21 15 160 "essp" 1 1 34 -129.741983707135 -1.23820198967474 "N" 6.05443934626937 0.782291666666667 0 0 1 0
"70" 1 148 "c" "27" 19 15 162 "essp" 1 1 48 47.643601057995 -0.172265145932803 "B" 5.53302701501834 0.782291666666667 0 0 0 1
"71" 2 155 "a" "42" 17 12 7 "essp" 1 1 19 -13.7757955226876 -0.630663040643758 "N" 5.62461622399957 0.880208333333333 0 0 1 0
"72" 2 157 "b" "64" 19 13 9 "essp" 1 1 51 -6.60513430240128 -0.588764922841883 "A" 5.82894561761021 0.880208333333333 1 0 0 0
"73" 2 158 "a" "24" 17 12 10 "essp" 1 1 42 -61.3535169456578 -0.908659297290903 "C" 5.45647930219757 0.880208333333333 0 1 0 0
"74" 2 163 "c" "68" 21 15 15 "essp" 1 1 29 -30.9593534678817 -0.731066436219928 "N" 5.40297388677014 0.880208333333333 0 0 1 0
"75" 2 165 "c" "59" 18 16 17 "essp" 1 1 22 -1.68798173677371 -0.560034038601861 "A" 6.08202549951709 0.880208333333333 1 0 0 0
"76" 2 166 "a" "72" 16 11 18 "essp" 0 1 62 184.231254474187 0.526290614188053 "A" 6.27287700654617 0.880208333333333 1 0 0 0
"77" 2 168 "c" "41" 16 12 20 "essp" 0 1 30 -72.2310054495775 -0.972216378113023 "N" 6.65969725648161 0.880208333333333 0 0 1 0
"78" 2 173 "a" "63" 16 11 25 "essp" 1 1 43 183.750025632191 0.523478797802897 "C" 6.16961073249146 0.880208333333333 0 1 0 0
"79" 2 174 "a" "54" 18 13 26 "essp" 1 1 53 2.93399229454293 -0.533027880244601 "N" 5.82304589548302 0.880208333333333 0 0 1 0
"80" 2 178 "a" "36" 19 14 30 "essp" 0 1 62 289.740480903852 1.14278020452438 "A" 5.56324727762328 0.880208333333333 1 0 0 0
"81" 2 185 "a" "69" 16 12 37 "essp" 1 1 44 184.123754685336 0.525662493756955 "B" 5.55050825184585 0.880208333333333 0 0 0 1
"82" 2 186 "b" "70" 20 17 38 "essp" 1 1 71 85.6903880924271 -0.0494829025249623 "A" 7.51636466508354 0.880208333333333 1 0 0 0
"83" 2 192 "b" "16" 17 11 44 "essp" 1 1 53 138.458699526297 0.258841931230616 "A" 6.99576615630485 0.880208333333333 1 0 0 0
"84" 2 196 "a" "60" 17 15 49 "essp" 1 1 35 -36.1604067404519 -0.761456150085015 "A" 6.30991827822652 0.880208333333333 1 0 0 0
"85" 2 197 "b" "4" 17 12 50 "essp" 1 1 37 263.677465486345 0.990494207921235 "N" 6.14418563412565 0.880208333333333 0 0 1 0
"86" 2 199 "a" "21" 20 15 52 "essp" 1 1 57 -58.9205890162764 -0.894443718300738 "B" 6.91174730025167 0.880208333333333 0 0 0 1
"87" 2 201 "c" "56" 19 13 54 "essp" 1 1 62 30.9918888055029 -0.369085808910473 "C" 5.69065595922192 0.880208333333333 0 1 0 0
"88" 2 202 "a" "12" 18 13 55 "essp" 1 1 26 155.046149658318 0.355762273485527 "N" 5.56324727762328 0.880208333333333 0 0 1 0
"89" 2 204 "b" "67" 20 15 57 "essp" 1 1 41 -0.735706054396158 -0.554469899187877 "N" 6.53133750485758 0.880208333333333 0 0 1 0
"90" 2 205 "a" "39" 17 12 58 "essp" 1 1 38 137.902527843879 0.255592224411096 "N" 6.09163922510717 0.880208333333333 0 0 1 0
"91" 2 207 "b" "7" 15 12 60 "essp" 1 1 52 21.6036649491972 -0.423941127966554 "C" 5.75574221358691 0.880208333333333 0 1 0 0
"92" 2 208 "c" "71" 20 16 61 "essp" 1 1 59 -90.7399394355868 -1.08036393559894 "N" 7.54433210805369 0.880208333333333 0 0 1 0
"93" 2 209 "a" "15" 18 13 62 "essp" 1 1 43 -28.7882439036146 -0.71838065990308 "C" 5.66296048013595 0.880208333333333 0 1 0 0
"94" 2 211 "b" "10" 17 12 65 "essp" 1 1 28 -40.9776781068387 -0.789603429253842 "C" 6.06899674835741 0.880208333333333 0 1 0 0
"95" 2 213 "b" "43" 20 14 67 "essp" 0 1 35 251.82551891518 0.921243376182683 "N" 6.35610766069589 0.880208333333333 0 0 1 0
"96" 2 215 "b" "37" 20 13 69 "essp" 1 1 39 120.385186165045 0.153238533072409 "B" 5.6970934865054 0.880208333333333 0 0 0 1
"97" 2 217 "b" "13" 22 16 71 "essp" 1 1 48 189.089605939626 0.554677924056496 "A" 6.60123011872888 0.880208333333333 1 0 0 0
"98" 2 218 "b" "58" 20 14 72 "essp" 0 1 52 233.955157418321 0.816826992789856 "A" 6.26909628370626 0.880208333333333 1 0 0 0
"99" 2 221 "b" "46" 19 14 77 "essp" 0 1 47 351.021525868567 1.50084487416599 "A" 6.89972310728487 0.880208333333333 1 0 0 0
"100" 2 223 "c" "44" 20 14 79 "essp" 0 1 55 182.266453933894 0.514810299895491 "N" 6.97272068420228 0.880208333333333 0 0 1 0
"101" 2 228 "b" "31" 16 12 84 "essp" 1 1 34 -110.871248129667 -1.19799101590003 "N" 5.91889385427315 0.880208333333333 0 0 1 0
"102" 2 230 "b" "52" 20 15 86 "essp" 1 1 44 120.793782835465 0.155625960243318 "C" 6.95654544315157 0.880208333333333 0 1 0 0
"103" 2 232 "c" "53" 17 13 88 "essp" 1 1 41 -57.3438153891862 -0.88523064224747 "B" 6.51025834052315 0.880208333333333 0 0 0 1
"104" 2 234 "a" "18" 19 13 90 "essp" 1 1 21 50.6597786165968 -0.254166481542414 "C" 5.9812911679383 0.880208333333333 0 1 0 0
"105" 2 235 "c" "17" 17 13 91 "essp" 1 1 48 -60.2739946932936 -0.902351657157056 "N" 6.93670818418031 0.880208333333333 0 0 1 0
"106" 2 237 "a" "48" 20 13 93 "essp" 1 1 41 25.561761735201 -0.400813999196052 "N" 6.0913098820777 0.880208333333333 0 0 1 0
"107" 2 238 "c" "5" 20 14 94 "essp" 1 1 51 -79.3865065020242 -1.01402591517199 "B" 6.74772356423875 0.880208333333333 0 0 0 1
"108" 2 239 "b" "49" 19 13 95 "essp" 1 1 40 251.177432035684 0.917456609580722 "A" 5.61931230820801 0.880208333333333 1 0 0 0
"109" 2 241 "c" "20" 18 13 97 "essp" 1 1 34 -85.5365976462048 -1.0499608499479 "A" 6.55832694534982 0.880208333333333 1 0 0 0
"110" 2 242 "a" "9" 17 12 98 "essp" 1 1 92 58.832428215954 -0.206413753425989 "B" 5.87493073085203 0.880208333333333 0 0 0 1
"111" 2 244 "a" "66" 17 13 100 "essp" 1 1 56 34.0754100169588 -0.35106881842755 "N" 6.37331978957701 0.880208333333333 0 0 1 0
"112" 2 245 "a" "3" 17 12 101 "essp" 1 1 37 416.60433269303 1.88404470493408 "A" 5.95583736946483 0.880208333333333 1 0 0 0
"113" 2 246 "c" "11" 21 14 102 "essp" 1 1 28 443.765126831023 2.04274501407247 "N" 6.78671695060508 0.880208333333333 0 0 1 0
"114" 2 247 "c" "32" 21 15 103 "essp" 0 1 38 -26.0434770103161 -0.702343008269398 "C" 5.97143673949473 0.880208333333333 0 1 0 0
"115" 2 248 "b" "28" 16 11 104 "essp" 1 1 29 412.808140528672 1.86186358361003 "N" 7.02568190243978 0.880208333333333 0 0 1 0
"116" 2 250 "c" "62" 17 13 106 "essp" 1 1 20 -78.5076045978223 -1.00889049817385 "N" 6.04150430211145 0.880208333333333 0 0 1 0
"117" 2 251 "a" "30" 17 13 107 "essp" 1 1 35 62.8398565305332 -0.182998380917273 "N" 6.16120732169508 0.880208333333333 0 0 1 0
"118" 2 252 "c" "14" 19 15 108 "essp" 1 1 43 -113.257001752829 -1.21193095578545 "A" 6.59357288441149 0.880208333333333 1 0 0 0
"119" 2 253 "a" "6" 18 13 109 "essp" 1 1 32 230.599710662335 0.797221143462808 "C" 5.64897423816121 0.880208333333333 0 1 0 0
"120" 2 256 "c" "26" 21 17 113 "essp" 1 1 27 -148.36189891275 -1.4170485971639 "B" 6.01665689597584 0.880208333333333 0 0 0 1
"121" 2 257 "a" "51" 21 16 114 "essp" 0 1 33 148.61366945481 0.318177341629824 "C" 6.18620862390049 0.880208333333333 0 1 0 0
"122" 2 258 "c" "35" 19 13 115 "essp" 1 1 31 692.847454553225 3.49813111985388 "N" 6.29679176279224 0.880208333333333 0 0 1 0
"123" 2 261 "b" "1" 19 14 118 "essp" 1 1 31 237.079751912215 0.835083974142969 "N" 6.07304453410041 0.880208333333333 0 0 1 0
"124" 3 267 "c" "34" 17 13 6 "essp" 1 1 16 50.2167362565444 -0.218604170123219 "N" 5.91332910868745 0.873958333333333 0 0 1 0
"125" 3 268 "c" "31" 16 12 7 "essp" 1 1 18 259.402293667632 1.1585067813614 "N" 5.92183979835536 0.873958333333333 0 0 1 0
"126" 3 270 "c" "13" 22 16 9 "essp" 1 1 21 383.430183191731 1.97500753345448 "N" 7.01518572608697 0.873958333333333 0 0 1 0
"127" 3 271 "b" "15" 18 13 10 "essp" 1 1 24 132.431029623384 0.322629197826512 "N" 6.41415525023458 0.873958333333333 0 0 1 0
"128" 3 272 "c" "61" 17 13 11 "essp" 1 1 31 -100.373765575488 -1.20997198647259 "N" 5.96739632995773 0.873958333333333 0 0 1 0
"129" 3 273 "b" "33" 19 16 12 "essp" 1 1 34 -16.5175071083421 -0.657929229243931 "N" 6.70686233660275 0.873958333333333 0 0 1 0
"130" 3 274 "b" "60" 17 15 13 "essp" 1 1 22 292.512849726013 1.37648028738188 "N" 5.62762111369064 0.873958333333333 0 0 1 0
"131" 3 275 "b" "42" 17 12 14 "essp" 0 1 32 310.231900543476 1.49312839269389 "N" 5.73009978297357 0.873958333333333 0 0 1 0
"132" 3 276 "c" "64" 19 13 15 "essp" 1 1 44 -116.699929049132 -1.31745043189462 "C" 6.84333546916031 0.873958333333333 0 1 0 0
"133" 3 278 "b" "18" 19 13 17 "essp" 1 1 16 251.344015528922 1.10545750199304 "N" 5.97126183979046 0.873958333333333 0 0 1 0
"134" 3 285 "c" "55" 22 16 25 "essp" 1 1 19 -3.49084251562523 -0.572172054159928 "N" 5.71550336535753 0.873958333333333 0 0 1 0
"135" 3 286 "c" "67" 20 15 26 "essp" 1 1 20 39.1559347526697 -0.291419669776715 "N" 5.39362754635236 0.873958333333333 0 0 1 0
"136" 3 288 "c" "25" 19 13 28 "essp" 1 1 35 17.5107407205539 -0.433914372171768 "N" 5.74939298590825 0.873958333333333 0 0 1 0
"137" 3 289 "b" "66" 17 13 29 "essp" 1 1 26 76.7436968999751 -0.0439718080052133 "N" 6.21860011969173 0.873958333333333 0 0 1 0
"138" 3 291 "c" "49" 19 13 31 "essp" 0 1 25 -75.0875200949423 -1.0435075039139 "N" 6.10871005945184 0.873958333333333 0 0 1 0
"139" 3 294 "a" "59" 18 16 34 "essp" 1 1 18 -9.24079187256113 -0.610025136982264 "N" 5.40267738187228 0.873958333333333 0 0 1 0
"140" 3 295 "b" "39" 17 12 35 "essp" 0 1 24 33.1370317063443 -0.331043329285531 "N" 5.60051867242051 0.873958333333333 0 0 1 0
"141" 3 297 "a" "8" 18 13 37 "essp" 1 1 33 189.539891357712 0.698588417451848 "N" 6.59304453414244 0.873958333333333 0 0 1 0
"142" 3 298 "b" "3" 17 12 38 "essp" 0 1 29 84.4686229583507 0.00688294700778331 "N" 5.70465893167311 0.873958333333333 0 0 1 0
"143" 3 300 "a" "50" 19 13 40 "essp" 1 1 28 24.1415465850441 -0.390262432304748 "N" 5.52942908751142 0.873958333333333 0 0 1 0
"144" 3 301 "c" "40" 18 13 41 "essp" 0 1 19 -7.73888954116161 -0.600137809318596 "C" 5.78026811791161 0.873958333333333 0 1 0 0
"145" 3 304 "c" "46" 19 14 44 "essp" 0 1 55 155.402406843483 0.473854433124737 "A" 5.4553211153577 0.873958333333333 1 0 0 0
"146" 3 305 "b" "54" 18 13 45 "essp" 0 1 20 -80.5956060192599 -1.07976835070453 "N" 6.05443934626937 0.873958333333333 0 0 1 0
"147" 3 311 "a" "68" 21 15 7 "essp" 1 2 16 207.323169890015 0.815659346837328 "N" 5.7037824746562 0.873958333333333 0 0 1 0
"148" 3 312 "b" "12" 18 13 8 "essp" 1 2 13 376.108946598967 1.92681034806996 "N" 5.5683445037611 0.873958333333333 0 0 1 0
"149" 3 313 "b" "66" 17 13 9 "essp" 1 2 19 4.81956360505528 -0.517462965149621 "N" 5.39362754635236 0.873958333333333 0 0 1 0
"150" 3 317 "c" "34" 17 13 13 "essp" 1 2 14 24.1070977023276 -0.390489216286599 "N" 5.57594910314632 0.873958333333333 0 0 1 0
"151" 3 318 "a" "41" 16 12 14 "essp" 1 2 12 54.7880781817237 -0.18851009906948 "N" 5.97635090929793 0.873958333333333 0 0 1 0
"152" 3 325 "b" "3" 17 12 22 "essp" 1 2 12 131.429185331757 0.316033853660514 "N" 5.5834963087817 0.873958333333333 0 0 1 0
"153" 3 329 "c" "28" 16 11 26 "essp" 0 2 12 -8.92733101151528 -0.607961560557819 "N" 5.44673737166631 0.873958333333333 0 0 1 0
"154" 3 335 "b" "60" 17 15 33 "essp" 1 2 11 127.738656177626 0.291738351725172 "N" 5.44673737166631 0.873958333333333 0 0 1 0
"155" 3 338 "a" "11" 21 14 36 "essp" 1 2 18 221.709186841221 0.910365414201324 "A" 5.19295685089021 0.873958333333333 1 0 0 0
"156" 3 340 "c" "10" 17 12 38 "essp" 1 2 14 448.632158548034 2.40424536149985 "N" 5.90042570385155 0.873958333333333 0 0 1 0
"157" 3 341 "a" "17" 17 13 39 "essp" 1 2 13 125.121237429298 0.274507353239648 "B" 5.56068163101553 0.873958333333333 0 0 0 1
"158" 3 344 "b" "9" 17 12 42 "essp" 1 2 25 -62.9492023949459 -0.963598496599335 "N" 6.20657592672493 0.873958333333333 0 0 1 0
"159" 3 345 "c" "19" 19 14 43 "essp" 1 2 16 28.8171817772946 -0.359481777521103 "N" 5.79554607303107 0.873958333333333 0 0 1 0
"160" 3 347 "c" "67" 20 15 46 "essp" 1 2 13 110.602601419336 0.178928227714046 "B" 4.77549610686606 0.873958333333333 0 0 0 1
"161" 3 348 "a" "23" 17 13 47 "essp" 1 2 16 -101.891354783496 -1.21996258402659 "N" 5.2040066870768 0.873958333333333 0 0 1 0
"162" 3 351 "a" "14" 19 15 52 "essp" 1 2 22 49.8543223205747 -0.220990014568559 "C" 6.31716468674728 0.873958333333333 0 1 0 0
"163" 3 352 "a" "35" 19 13 53 "essp" 1 2 14 325.005517135736 1.59038610710797 "N" 6.26909628370626 0.873958333333333 0 0 1 0
"164" 3 353 "c" "4" 17 12 54 "essp" 1 2 15 2.35476426931349 -0.533689239087796 "N" 5.46864328742601 0.873958333333333 0 0 1 0
"165" 3 355 "c" "16" 17 11 56 "essp" 1 2 17 70.5598182845331 -0.084681535145895 "N" 6.26530121273771 0.873958333333333 0 0 1 0
"166" 3 356 "b" "27" 19 15 57 "essp" 1 2 35 -49.7584608881807 -0.876761169912047 "N" 6.60394382460047 0.873958333333333 0 0 1 0
"167" 3 357 "a" "53" 17 13 58 "essp" 1 2 15 35.7867329419643 -0.313599808638626 "N" 5.27811465923052 0.873958333333333 0 0 1 0
"168" 3 361 "c" "52" 20 15 62 "essp" 0 2 19 -95.5707617232754 -1.17835283796749 "N" 6.4686420197189 0.873958333333333 0 0 1 0
"169" 3 365 "a" "26" 21 17 66 "essp" 1 2 32 162.14942632221 0.518271430784744 "N" 6.95844839329766 0.873958333333333 0 0 1 0
"170" 3 368 "c" "7" 15 12 71 "essp" 1 2 10 -169.819172875981 -1.6671451876601 "N" 5.63415772590358 0.873958333333333 0 0 1 0
"171" 3 370 "b" "21" 20 15 73 "essp" 1 2 16 153.632849954881 0.462205081225268 "N" 6.25382881157547 0.873958333333333 0 0 1 0
"172" 3 371 "a" "50" 19 13 74 "essp" 1 2 18 -9.20829835670432 -0.609811225577039 "N" 6.02679558047241 0.873958333333333 0 0 1 0
"173" 3 375 "c" "61" 17 13 78 "essp" 1 2 16 -78.4715588391346 -1.06578531731819 "N" 5.4971682252932 0.873958333333333 0 0 1 0
"174" 3 377 "a" "38" 21 15 80 "essp" 1 2 16 88.0339429936143 0.0303541719186905 "N" 6.30627528694802 0.873958333333333 0 0 1 0
"175" 3 378 "c" "58" 20 14 81 "essp" 1 2 36 54.5079057091138 -0.190354531281296 "A" 5.65599181081985 0.873958333333333 1 0 0 0
"176" 3 379 "b" "6" 18 13 82 "essp" 1 2 13 245.235360223187 1.06524298515697 "N" 6.29526600143965 0.873958333333333 0 0 1 0
"177" 3 380 "c" "40" 18 13 83 "essp" 1 2 14 239.798086779421 1.02944831128801 "N" 4.97979657037879 0.873958333333333 0 0 1 0
"178" 3 386 "a" "5" 20 14 89 "essp" 1 2 14 349.310763293914 1.75039247216107 "N" 5.41164605185504 0.873958333333333 0 0 1 0
"179" 3 388 "a" "32" 21 15 91 "essp" 1 2 12 437.30174811697 2.32965497159654 "N" 5.46383180502561 0.873958333333333 0 0 1 0
