sn	wn	nw	let	l	f	p	word	log_freq	bigram	pos_bigram	len	logitpred	spm	spu	sp1	rv1	sp5	rv5	sp10	rv10	sp15	rv15	sp20	rv20	sp25	rv25	sp30	rv30	sp50	rv50	sp100	rv100	freq.pm	scaled.freq	scaled.log.freq	log.rv100	scaled.log.rv100	freq.class	spu.class	sp100.class	rv1.class	rv100.class
105	9	10	1.94262295081967	3	1.75175625768586	-0.855859062	ans	1.7143985	2.5649494	10.649227	0.33333333	-0.85585906	9.511295	6.01774930954675	3.00416322366	118.943317797	2.27382983325	218.925658896	2.40540861497	218.925658896	2.33726980865	218.925658896	2.44107154762	218.925658896	2.6506001266	218.925658896	2.60616229792	218.925658896	2.50997936179	218.925658896	2.34522826499	218.925658896	51.8081995677082	0.00154979337480455	0.378945898639797	5.38873221509201	0.790531548433316	2	5	4	1	1
106	1	7	4.26586102719033	8	0.738706848969029	-2.552972737	Meistens	NA	NA	NA	NA	NA	NA	3.75637184724116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA
106	2	7	3.59440559440559	8	1.57929760070049	-2.552972737	wünschen	1.4697558	0.6931472	13.161367	0.125	-2.55297274	6.60087	2.14765657211999	1.43465792926	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	29.495502539103	0.000882330109964379	0.324870753452043	5.2812582127327	0.77476502189049	2	3	1	2	1
106	3	7	2.94652406417112	6	2.41449368889369	-2.552972737	Kinder	2.4994589	0.6931472	11.64533	0.16666667	-2.55297274	10.75555	4.30085786755512	0.267992983608	145.617105931	0.629518932483	145.617105931	0.325747850501	181.561438751	0.325747850501	181.561438751	0.188654405111	395.929128334	0.140810654122	395.929128334	0.0620617353853	395.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	315.834014082125	0.00944787633321834	0.552473476250555	5.98123522638411	0.877452238545981	3	5	1	2	2
106	4	7	2.36871508379888	4	3.89769250540602	0.953083866	sich	3.8809747	4.9972123	10.822574	0.25	0.95308387	4.721775	9.73088605626117	3.13134181916	130.561438751	1.11647319904	145.617105931	0.749954528501	145.617105931	0.473164749366	181.561438751	0.53769092123	181.561438751	0.411280518889	181.561438751	0.469337284902	181.561438751	0.3327783476	344.929128334	0.0952087875411	429.297861383	7602.8198511675	0.227431177564333	0.857839904368684	6.06215099358056	0.889322649652202	4	5	2	1	3
106	5	7	3.69721115537849	9	0.860588926330014	-1.654055207	Spielzeug	0.86283892	0.6931472	9.487214	0.11111111	-1.65405521	4.034423	5.58475863315096	1.77839793357	124.179993661	1.20040644026	145.617105931	1.16788432853	344.929128334	0.91889419534	344.929128334	0.859133383536	344.929128334	0.92042404947	344.929128334	0.839048938555	344.929128334	0.656794497315	344.929128334	0.6280195665	344.929128334	7.29187004335766	0.000218129407650275	0.190719526364956	5.84333897080989	0.857222741868276	1	5	3	1	1
106	6	7	1.23762376237624	2	4.03179612625399	-0.557179848	zu	3.9763197	2.7080502	14.889018	0.5	-0.55717985	3.64991	1.54795641554424	1.28148947072	167.925658896	1.81041462834	167.925658896	1.96913059277	218.925658896	1.86011274164	167.925658896	1.55835808033	218.925658896	1.47946739802	218.925658896	1.35016905601	218.925658896	1.28649017098	218.925658896	0.921939040121	371.57079941	9469.33977479026	0.283266358784841	0.878914699234528	5.917739423147	0.868137350804581	4	2	4	2	2
106	7	7	3.60493827160494	12	1.26942654371097	0.730759854	Weihnachten	NA	NA	NA	NA	NA	NA	2.39153056062648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA
107	1	6	3.41311475409836	6	1.64766067327501	-2.552972737	Einige	NA	NA	NA	NA	NA	NA	6.048645440317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA
107	2	6	3.42686567164179	9	1.03567063475132	-2.552972737	Häftlinge	1.1771208	1.0986123	12.276443	0.11111111	-2.55297274	5.95961	1.42091212273751	1.82825700993	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	15.0356012660736	0.000449775815851506	0.260187523124639	5.2812582127327	0.77476502189049	2	2	1	2	1
107	3	6	3.48790322580645	8	2.19957692640201	-2.552972737	sprechen	2.0440417	0.6931472	14.315436	0.125	-2.55297274	6.498005	2.15958646544625	0.344430885517	196.617105931	0.812594064158	196.617105931	0.452261801003	196.617105931	0.339202607501	196.617105931	0.239464924483	196.617105931	0.136205079564	395.929128334	0.089334369619	395.929128334	0	395.929128334	0	395.929128334	110.673004465841	0.00331067843549967	0.451809319049053	5.98123522638411	0.877452238545981	3	3	1	2	2
107	4	6	2.89847715736041	5	3.90887785085892	-0.511693961	nicht	3.8499069	4.7095302	10.879348	0.2	-0.51169396	9.881736	6.33897785661583	1.83860111154	145.617105931	0.685739591755	196.617105931	0.463646259439	196.617105931	0.430840788876	196.617105931	0.357895016817	353.058214142	0.386878195879	404.058214142	0.392898944675	404.058214142	0.237588621414	404.058214142	0.0457908809625	636.341101776	7077.94037836074	0.211729903705864	0.850972763858609	6.45573474311722	0.947061716753738	4	5	2	2	3
107	5	6	2.19101123595506	4	2.08814672435355	-1.66609863	gern	1.9124936	6.7381525	12.151775	0.25	-1.66609863	4.875135	1.8651587355408	2.71752376215	130.561438751	1.59791501261	196.617105931	1.16976781553	196.617105931	0.822423786433	196.617105931	0.762381924497	196.617105931	0.732825203571	344.929128334	0.628819525526	344.929128334	0.695458776128	344.929128334	0.537883631395	396.403734299	81.7510990567712	0.00244550694211238	0.422732291176678	5.98243322294375	0.877627985648919	2	2	3	1	3
107	6	6	3.8599348534202	12	1.86720754051763	-1.874741035	miteinander	NA	NA	NA	NA	NA	NA	4.42867340871265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA
108	1	7	2.07377049180328	3	2.33002191982321	-2.552972737	Nur	NA	NA	NA	NA	NA	NA	3.75637184724116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA
108	2	7	3.11255411255411	6	1.8221046311119	-1.49157425	wenige	1.9820567	5.8141305	11.793356	0.16666667	-1.49157425	6.60087	5.83975759313149	1.98988598965	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	95.9525895753076	0.00287033112248586	0.438108326236012	5.2812582127327	0.77476502189049	2	5	1	2	1
108	3	7	3.96808510638298	8	2.79160995676589	-0.364757879	Menschen	2.789348	4.3944492	12.802111	0.125	-0.36475788	10.060031	1.64368786549241	1.82825700993	196.617105931	1.03497191625	196.617105931	0.340747737692	196.617105931	0.297850339833	196.617105931	0.262899416236	196.617105931	0.1123292504	395.929128334	0.0643924712781	395.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	615.670011248978	0.0184171870951144	0.616549760443164	5.98123522638411	0.877452238545981	3	2	1	2	2
108	4	7	3.30645161290323	8	1.84950908911272	-2.552972737	brauchen	1.831587	3.3672958	14.315436	0.125	-2.55297274	6.498005	2.42398883282907	0.344430885517	196.617105931	1.36535577874	196.617105931	1.33509197565	196.617105931	0.94979203252	196.617105931	0.648041411467	196.617105931	0.660329297759	196.617105931	0.602313558451	196.617105931	0.454800000091	344.929128334	0.157565160112	395.929128334	67.8558038957275	0.00202984230676069	0.404848920278435	5.98123522638411	0.877452238545981	2	3	2	2	2
108	5	7	1.82608695652174	3	3.77987486991011	-1.49157425	ein	3.7649745	3.5835189	13.279692	0.33333333	-1.49157425	9.881736	1.73408170909049	1.42976556915	51	1.11409973651	145.617105931	0.814958025354	145.617105931	0.833471729538	196.617105931	0.946864794179	301.431851041	0.921613265028	301.431851041	0.868590968174	354.579784161	0.612186819631	378.297861383	0.510327247447	378.297861383	5820.69040048378	0.174120457663633	0.832199541272591	5.93568187839276	0.870769524080589	4	2	3	1	2
108	6	7	2.08677685950413	5	0.209307468705823	-1.850659185	Handy	1.0566228	1.9459101	15.822097	0.2	-1.85065918	6.54856	1.44149121885282	1.27525819246	344.929128334	1.40849765466	344.929128334	1.28788268264	344.929128334	1.17162135577	344.929128334	1.16878256652	344.929128334	1.07404034108	344.929128334	1.061364029	344.929128334	1.07708994066	344.929128334	1.05557340999	344.929128334	11.392598705523	0.000340798833832306	0.233552978767362	5.84333897080989	0.857222741868276	2	2	4	3	1
108	7	7	3.43703703703704	9	2.38998072988202	-1.192413858	wirklich	NA	NA	NA	NA	NA	NA	3.80129329438054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA
109	1	6	3.45263157894737	6	1.64766067327501	-2.552972737	Einige	NA	NA	NA	NA	NA	NA	6.048645440317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA
109	2	6	1.67153284671533	3	4.50477795437428	-1.218056689	der	4.5241247	5.5834963	11.180553	0.33333333	-1.21805669	6.264493	4.67169330157986	1.99435709228	51	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	33429.1012014696	1	1	5.2812582127327	0.77476502189049	5	5	1	1	1
109	3	6	4.0920245398773	12	1.41283503841534	-2.552972737	Angestellten	1.4187039	5.6629605	15.822097	0.08333333	-2.55297274	6.481335	0.736603573342987	3.90797081497	344.929128334	0.821880218995	196.617105931	0.386127009889	196.617105931	0.232235739581	196.617105931	0.197495438717	196.617105931	0.117301290747	344.929128334	0.0222871079953	395.929128334	0	395.929128334	0	395.929128334	26.2242997292104	0.000784475166447417	0.313586382797981	5.98123522638411	0.877452238545981	2	1	1	3	2
109	4	6	3.60077519379845	8	1.91021873168765	-1.516273254	arbeiten	2.0219456	1.3862944	14.315436	0.125	-1.51627325	6.586956	2.6471539845245	3.48788315607	185.350984724	0.724032906079	196.617105931	0.741339365551	196.617105931	0.774370565086	196.617105931	0.579217321596	196.617105931	0.529838629171	344.929128334	0.554046638298	344.929128334	0.400812082776	344.929128334	0.199375852047	395.929128334	105.183011266958	0.00314645047239061	0.446925258271506	5.98123522638411	0.877452238545981	3	3	3	2	2
109	5	6	1.85333333333333	3	3.45356141575093	-1.020607848	nur	3.4063051	2.7080502	12.925034	0.33333333	-1.02060785	10.592385	3.18926840775879	1.1361472271	145.617105931	0.695102145896	145.617105931	0.524441783417	196.617105931	0.447933042791	196.617105931	0.546031531584	196.617105931	0.589583350862	196.617105931	0.532795136779	301.431851041	0.41774002349	378.297861383	0.367766476159	378.297861383	2548.62007711244	0.0762395633000268	0.752920249965701	5.93568187839276	0.870769524080589	4	4	3	2	2
109	6	6	4.18604651162791	11	0.92533272257644	-1.66609863	vormittags	NA	NA	NA	NA	NA	NA	2.97241172455427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA
11	1	9	2.07657657657658	3	3.6967764986441	-1.13217987	Die	NA	NA	NA	NA	NA	NA	2.04559655167458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA
11	2	9	2.72777777777778	6	2.01715442376351	-1.862855675	Eltern	2.1045008	5.9242558	15.822097	0.16666667	-1.86285567	6.61735	1.17344818178616	0.544266065392	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	127.204009326798	0.00380518783799086	0.465173031150092	5.2812582127327	0.77476502189049	3	1	1	2	1
11	3	9	3.22040816326531	7	2.16747979549044	-2.552972737	konnten	2.1841717	2.5649494	12.032136	0.14285714	-2.55297274	6.586956	4.44217460398823	0.636652930764	196.617105931	0.291934324442	196.617105931	0.154720863408	196.617105931	0.121303049522	196.617105931	0.109198613643	196.617105931	0.051567768702	395.929128334	0.0303160687058	395.929128334	0	395.929128334	0	395.929128334	152.817010677491	0.0045713765906088	0.482783266341001	5.98123522638411	0.877452238545981	3	5	1	2	2
11	4	9	2.09950248756219	4	3.07495533417612	-1.386290111	ihre	3.0795068	4.2046926	9.144094	0.25	-1.38629011	10.684834	6.99231460809843	1.97675231499	51	0.744138796362	196.617105931	0.484941288193	196.617105931	0.326348809389	196.617105931	0.28877449163	196.617105931	0.296159439037	196.617105931	0.238644837943	196.617105931	0.15504816329	395.929128334	0.048063889481	429.297861383	1200.8998760517	0.0359237859496776	0.680685658377188	6.06215099358056	0.889322649652202	4	5	2	1	3
11	5	9	2.74452554744526	6	2.41449368889369	0.811810846	Kinder	2.4994589	6.7153834	13.757741	0.16666667	0.81181085	6.230161	0.351157931739511	2.59013411832	344.929128334	1.19302444211	196.617105931	0.721320800585	344.929128334	0.767470031521	344.929128334	0.701673992018	344.929128334	0.701274799356	344.929128334	0.651316873252	344.929128334	0.463288602658	344.929128334	0.370055164324	395.929128334	315.834014082125	0.00944787633321834	0.552473476250555	5.98123522638411	0.877452238545981	3	1	3	3	2
11	6	9	1.22	2	3.71737921171809	-2.552972737	im	3.8291905	5.8522025	13.131097	0.5	-2.55297274	6.627959	1.94430948824371	1.54947128183	167.925658896	2.13511368148	181.561438751	1.78721207784	218.925658896	1.15510465566	218.925658896	0.770375891227	422.57079941	0.559415610618	422.57079941	0.663013307089	422.57079941	0.844885107807	422.57079941	0.699149702826	422.57079941	6748.23969232992	0.201867218973667	0.846393668149775	6.04635700532656	0.887005658290968	4	2	3	2	3
11	7	9	2.03414634146341	6	1.7485694182144	-1.007451794	Garten	1.5530269	7.1436176	13.858854	0.16666667	-1.00745179	6.520961	1.85822388528562	1.27706991691	145.617105931	1.27072486059	196.617105931	1.72422533546	145.617105931	1.89531967252	196.617105931	2.09239359998	196.617105931	1.93366774371	196.617105931	1.54892168518	196.617105931	0.871398972193	196.617105931	0.811204649933	196.617105931	35.7294968152176	0.00106881416284225	0.343276766884874	5.2812582127327	0.77476502189049	2	2	4	2	1
11	8	9	3.14393939393939	6	0.203736005212508	-2.552972737	raufen	0.2104547	0.6931472	14.315436	0.16666667	-2.55297274	6.621548	11.0367404432171	6.18270814798	171.485131829	2.21035523553	241.234211861	2.15044632035	241.234211861	2.13960964549	241.234211861	2.00604712758	241.234211861	2.03713857552	241.234211861	2.28014994361	241.234211861	2.33730820584	241.234211861	1.31623133209	241.234211861	1.6235089981272	4.85657388256621e-05	0.0465183243070201	5.48576829501439	0.804766822975277	1	5	4	2	1
11	9	9	2.76381909547739	6	2.03039325147208	-2.215395751	hören	NA	NA	NA	NA	NA	NA	9.20360630300236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA
110	1	9	2.09502262443439	3	3.6967764986441	-0.902778336	Die	NA	NA	NA	NA	NA	NA	2.04559655167458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA
110	2	9	3.38842975206612	7	1.07360105667351	-2.552972737	Spieler	1.9021144	3.5835189	15.822097	0.14285714	-2.55297274	6.61735	1.17344818178616	0.544266065392	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	79.820491931276	0.00238775465275647	0.420438101540393	5.2812582127327	0.77476502189049	2	1	1	2	1
110	3	9	2.84647302904564	7	1.51171896611058	-2.552972737	hoffen	1.6460045	0.6931472	14.315436	0.14285714	-2.55297274	8.58967	2.7771163216018	0.5821332	171.11711	0.34787884	196.61711	0.22305778	196.61711	0.19952892	296.27313	0.15711798	296.27313	0.13558361	296.27313	0.11102465	296.27313	0.063213855	395.92914	0.024339087	412.6135	44.2592958324634	0.00132397504694256	0.363828278208158	6.02251131944265	0.883507476115119	2	4	2	2	3
110	4	9	1.94927536231884	3	3.75632643945562	0.382303208	daß	3.5791523	7.0518556	8.486734	0.33333333	0.38230321	6.01103	2.38004447367862	3.34319660304	130.561438751	1.42504806979	145.617105931	1.15570094591	145.617105931	0.626081116511	196.617105931	0.516395090117	196.617105931	0.490716627907	344.929128334	0.482981774758	344.929128334	0.411679325552	395.929128334	0.273636597297	395.929128334	3794.48027886371	0.113508294943236	0.791125916577852	5.98123522638411	0.877452238545981	4	3	3	1	2
110	5	9	1.61375661375661	3	3.7770293227105	0.329028977	sie	3.5957508	10.6820323	13.162879	0.33333333	0.32902898	6.623793	4.14427961655294	2.93046132208	124.179993661	0.970192672529	150.832976238	0.775923498871	196.617105931	1.04151777861	196.617105931	1.02654722654	196.617105931	0.943893984625	196.617105931	0.887308285874	344.929128334	0.688344045688	344.929128334	0.666808394208	344.929128334	3942.3102574195	0.117930489176484	0.794794803069862	5.84333897080989	0.857222741868276	4	4	3	1	1
110	6	9	1.96995708154506	4	3.07495533417612	-2.215395751	ihre	3.0795068	8.2664215	10.823073	0.25	-2.21539575	10.708206	6.76872686290959	1.57950369939	51	1.85724296048	301.431851041	1.76063020023	301.431851041	1.82006512557	354.579784161	1.56252724228	354.579784161	1.16760222707	378.297861383	1.13348121145	378.297861383	1.0835394326	378.297861383	0.777986083888	378.297861383	1200.8998760517	0.0359237859496776	0.680685658377188	5.93568187839276	0.870769524080589	4	5	3	1	2
110	7	9	2.82872928176796	6	1.8407376214026	-1.504075429	Gegner	1.8777571	4.6539604	13.757741	0.16666667	-1.50407543	5.829713	0.349720642070728	3.74316925569	277.963225958	2.50470945647	178.496570091	1.82409410927	196.617105931	2.57750559984	196.617105931	2.46913992688	196.617105931	2.55949783865	196.617105931	2.10438319294	196.617105931	1.624749638	344.929128334	1.3131006955	344.929128334	75.4670024233537	0.00225752412452047	0.415054231374303	5.84333897080989	0.857222741868276	2	1	4	3	1
110	8	9	4.10931174089069	8	1.59106349344948	-0.557179848	schlagen	1.588872	1.9459101	13.354391	0.125	-0.55717985	6.627959	1.73168134170895	3.10011898121	121.06579057	2.10357321321	167.925658896	3.52483208307	218.925658896	2.36770515231	218.925658896	2.60518399777	218.925658896	2.65260065257	218.925658896	3.0083222442	218.925658896	3.21857826903	218.925658896	2.44387157855	353.058214142	38.8035982944024	0.00116077300614641	0.351199868562421	5.86663295592028	0.860639989076614	2	2	4	1	2
110	9	9	3.62559241706161	7	3.51931729920466	-0.154151523	werden	NA	NA	NA	NA	NA	NA	3.6283792913874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA
111	1	10	2.11004784688995	3	3.28193739533475	-2.215395751	Ich	NA	NA	NA	NA	NA	NA	3.4003820340298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA
111	10	10	3.42487046632124	7	3.51931729920466	0.855859062	werden	NA	NA	NA	NA	NA	NA	5.22986768480227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA
111	2	10	1.96666666666667	3	2.55576291672446	-0.52604491	bin	2.2847735	9.4357214	13.041672	0.33333333	-0.52604491	6.539918	2.31928140244152	1.72431434671	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	192.65199025733	0.00576300239411944	0.505020009726964	5.2812582127327	0.77476502189049	3	3	1	2	1
111	3	10	2.42035398230089	5	3.90887785085892	-1.20539895	nicht	3.8499069	7.1008519	10.850055	0.2	-1.20539895	10.746733	5.4847226582925	1.9263204697	145.617105931	0.751187211668	196.617105931	0.173469894674	395.929128334	0.082909376892	395.929128334	0	395.929128334	0	395.929128334	0	395.929128334	0	395.929128334	0	395.929128334	7077.94037836074	0.211729903705864	0.850972763858609	5.98123522638411	0.877452238545981	4	5	1	2	2
111	4	10	2.66137566137566	7	2.15573977398097	-1.862855675	sicher	2.1583655	6.618739	11.412011	0.14285714	-1.86285567	7.571472	1.93164011588098	2.3397312	90.780716	2.1640759	171.11711	1.8866334	196.61711	1.631313	196.61711	1.4865844	270.77313	1.1847283	270.77313	0.999455	270.77313	0.5895432	270.77313	0.38851193	348.68048	144.00099734121	0.00430765387538685	0.477079135329758	5.85415597276282	0.858809605152986	3	2	3	1	2
111	5	10	1.41860465116279	2	2.73316113929413	1.20539895	ob	2.6526514	5.4595855	7.630461	0.5	1.20539895	10.871335	3.17558644593564	1.97105756655	51	1.72451906454	196.617105931	1.86010298109	196.617105931	1.88126817162	196.617105931	1.84712123165	196.617105931	2.15289358674	196.617105931	2.27738841733	196.617105931	2.23353544475	196.617105931	1.28526761205	404.058214142	449.418969933236	0.0134439441618454	0.586334722382873	6.00155896199144	0.880433747653933	3	4	4	1	3
111	6	10	1.94396551724138	4	3.00481129111828	-2.215395751	alle	2.9022559	4.9126549	11.488049	0.25	-2.21539575	6.579062	4.08956611747758	1.98909976272	51	2.27241587591	145.617105931	2.12795309283	196.617105931	1.9941995196	196.617105931	2.05132690044	196.617105931	2.01680335349	196.617105931	1.99413266461	196.617105931	1.93265704969	196.617105931	2.03672641761	396.403734299	798.465029451348	0.0238853274767748	0.641506610107365	5.98243322294375	0.877627985648919	3	4	4	1	3
